Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Anthony Edwards,34:41,.675,.658,.316,.474,0.0,17.3,7.1,26.8,0.0,2.9,8.0,31.6,135,138,10.4
Julius Randle,29:37,.714,.688,.500,.313,10.6,30.4,18.7,36.8,0.0,0.0,14.2,31.5,137,139,14.5
Donte DiVincenzo,28:16,.697,.688,.875,.375,0.0,0.0,0.0,19.9,3.7,0.0,0.0,14.5,159,134,7.7
Rudy Gobert,28:10,.500,.500,.000,.000,18.5,10.7,15.3,8.7,0.0,0.0,33.3,4.7,136,141,-6.4
Jaden McDaniels,27:02,.417,.417,.333,.000,3.9,5.5,4.6,0.0,0.0,3.8,0.0,19.5,97,139,-12.1
Reserves,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Naz Reid,22:46,.278,.278,.444,.000,4.6,26.4,13.5,11.5,2.3,4.5,10.0,19.3,75,131,-9.1
Bones Hyland,16:23,.750,.750,.500,.000,0.0,0.0,0.0,20.0,3.2,0.0,0.0,16.1,162,136,7.4
Terrence Shannon Jr.,13:28,.000,.000,.333,.000,0.0,22.3,9.1,0.0,0.0,0.0,40.0,16.3,0,140,-27.4
Jaylen Clark,13:27,.765,.700,.200,.400,15.5,11.2,13.7,11.8,0.0,0.0,0.0,19.2,173,141,5.0
Mike Conley,9:12,.000,.000,.333,.000,11.3,16.3,13.4,12.7,0.0,0.0,40.0,23.9,27,140,-35.4
Joan Beringer,4:47,1.000,1.000,.000,.000,21.8,94.1,51.5,0.0,0.0,0.0,0.0,9.2,209,131,9.0
Joe Ingles,3:59,.000,.000,1.000,.000,0.0,0.0,0.0,29.4,0.0,0.0,0.0,11.0,64,143,-10.2
Leonard Miller,3:59,1.000,1.000,.000,.000,0.0,37.7,15.4,0.0,0.0,0.0,50.0,22.1,70,137,-12.5
Johnny Juzang,3:14,.174,.000,1.000,1.000,32.3,0.0,19.0,0.0,0.0,0.0,0.0,39.1,66,142,-32.4
Rob Dillingham,0:59,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,141,-29.0
Team Totals,240,.566,.540,.432,.239,32.6,78.1,51.3,58.5,4.3,6.4,11.0,100.0,118.6,138.0,
