Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Lonzo Ball,34:03,.267,.267,.800,.000,0.0,22.9,11.2,31.1,2.8,2.6,11.8,22.9,66,106,-6.1
Jaylon Tyson,33:47,.794,.778,.333,.111,9.5,19.8,14.5,10.3,1.4,2.6,24.1,16.9,119,109,1.6
Donovan Mitchell,33:46,.407,.375,.600,.100,0.0,3.3,1.6,41.4,1.4,0.0,8.7,31.1,87,115,-3.2
Evan Mobley,31:11,.888,.857,.429,.286,0.0,17.9,8.7,21.8,0.0,2.9,33.7,17.5,111,113,1.8
Larry Nance Jr.,18:08,.750,.750,.750,.000,0.0,6.2,3.0,17.2,5.3,0.0,0.0,10.1,144,106,9.0
Reserves,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Nae'Qwan Tomlin,31:52,.875,.875,.375,.000,0.0,14.0,6.8,0.0,1.5,0.0,0.0,11.5,154,112,0.3
Tyrese Proctor,19:32,.372,.222,.556,.444,0.0,17.1,8.4,7.9,2.4,0.0,8.5,27.6,73,109,-11.6
Chris Livingston,14:03,.643,.600,.400,.200,0.0,23.8,11.6,13.3,3.4,0.0,0.0,17.7,127,105,1.8
Thomas Bryant,12:36,.625,.625,.500,.000,8.5,8.9,8.7,13.4,3.8,7.1,0.0,14.6,130,103,5.7
Luke Travers,11:02,.342,.167,.500,.500,0.0,20.2,9.9,13.7,4.3,0.0,0.0,30.4,78,104,-8.3
Dean Wade,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
Team Totals,240,.534,.494,.552,.149,8.9,76.7,42.0,75.0,10.9,7.4,11.5,100.0,98.5,109.4,
