Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
P.J. Washington,35:54,.594,.575,.250,.500,0.0,35.7,17.1,15.9,2.6,2.2,7.6,31.3,110,101,7.1
Cooper Flagg,33:57,.600,.600,.500,.000,5.8,9.4,7.5,8.6,1.4,0.0,28.6,17.5,87,114,-5.4
Max Christie,32:39,.723,.750,.600,.400,0.0,13.1,6.3,28.3,0.0,0.0,7.8,16.6,136,115,5.9
Daniel Gafford,24:51,.778,.778,.000,.000,11.8,4.3,8.2,7.3,3.8,9.7,0.0,15.4,158,105,11.9
Klay Thompson,18:00,.278,.278,.889,.000,5.4,11.9,8.5,23.1,0.0,4.4,18.2,26.0,64,114,-9.5
Reserves,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
D'Angelo Russell,28:53,.396,.250,.600,.600,0.0,14.8,7.1,54.4,0.0,0.0,13.7,21.6,103,115,-1.8
Naji Marshall,21:51,.409,.409,.364,.000,4.5,4.9,4.7,14.1,4.3,0.0,0.0,21.4,93,109,-1.6
Moussa Cisse,13:53,.500,.500,.000,.000,14.1,0.0,7.4,0.0,3.4,5.8,33.3,18.4,75,109,-11.4
Dwight Powell,9:10,.000,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,0,118,-20.1
Brandon Williams,8:18,.500,.500,.500,.000,0.0,25.7,12.3,0.0,17.2,0.0,50.0,20.5,42,73,0.1
Jaden Hardy,7:52,.000,.000,1.000,.000,0.0,13.6,6.5,15.3,6.0,0.0,0.0,5.4,52,103,-0.9
Caleb Martin,4:42,.000,.000,.000,.000,20.8,0.0,10.9,0.0,0.0,0.0,0.0,18.1,36,120,-19.6
Ryan Nembhard,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Team Totals,240,.521,.500,.404,.225,20.4,66.7,42.6,75.0,11.9,10.0,13.3,100.0,100.9,108.8,
