Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Josh Hart,37:40,.415,.438,.375,.125,6.4,27.1,17.6,21.7,2.8,6.5,10.6,11.8,114,99,3.5
Mikal Bridges,33:30,.673,.636,.455,.182,3.6,9.1,6.6,15.7,3.1,3.7,7.8,18.1,136,108,5.4
Karl-Anthony Towns,32:58,.817,.775,.200,.300,10.9,27.9,20.1,17.7,1.6,7.5,4.2,33.7,160,101,21.6
Jalen Brunson,32:44,.664,.632,.474,.158,3.7,6.2,5.1,14.5,1.6,0.0,0.0,29.2,140,114,8.6
Miles McBride,29:36,.450,.450,.500,.000,0.0,6.9,3.7,12.6,0.0,0.0,0.0,15.9,106,118,-6.0
Reserves,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Jordan Clarkson,20:04,.500,.500,.500,.000,0.0,0.0,0.0,7.8,0.0,0.0,25.0,37.5,72,120,-22.2
Tyler Kolek,17:01,.250,.250,.250,.000,0.0,18.0,9.7,33.4,0.0,0.0,0.0,11.0,108,113,-5.9
Ariel Hukporti,12:32,.000,,,,19.1,16.3,17.6,0.0,0.0,0.0,0.0,3.3,110,114,-7.8
Guerschon Yabusele,11:35,.750,.750,.500,.000,0.0,0.0,0.0,20.3,0.0,10.6,0.0,8.1,169,116,6.9
Mohamed Diawara,4:50,,,,,0.0,21.1,11.4,0.0,0.0,0.0,,0.0,0,110,-10.8
Pacome Dadiet,2:30,.000,.000,1.000,.000,0.0,40.9,22.1,0.0,0.0,0.0,0.0,18.8,0,102,-24.2
Tosan Evbuomwan,2:30,.000,.000,.000,.000,0.0,40.9,22.1,0.0,0.0,0.0,0.0,18.8,0,102,-23.8
Trey Jemison,2:30,,,,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,18.8,0,117,-43.4
Team Totals,240,.600,.580,.398,.159,22.5,72.3,49.4,62.2,6.5,15.4,7.8,100.0,123.2,109.0,
