Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Pascal Siakam,36:31,.564,.521,.250,.500,2.6,25.7,13.6,42.8,3.9,0.0,6.4,34.3,124,106,12.1
Aaron Nesmith,35:21,.491,.500,.706,.176,10.6,11.8,11.2,8.8,0.0,0.0,0.0,20.8,119,119,-0.3
Ben Sheppard,32:09,.279,.222,.556,.444,0.0,19.5,9.2,8.3,0.0,0.0,15.7,15.9,62,116,-14.6
Jay Huff,15:58,.500,.500,.800,.000,0.0,0.0,0.0,0.0,0.0,0.0,28.6,17.6,69,122,-17.1
Isaiah Jackson,14:38,.615,.500,.000,.500,12.9,7.1,10.1,20.2,0.0,0.0,29.1,18.8,109,119,-8.9
Reserves,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
RayJ Dennis,27:28,.667,.667,.444,.000,6.9,0.0,3.6,28.9,3.5,10.3,25.0,17.5,116,109,8.6
Jarace Walker,26:20,.313,.313,.625,.000,3.6,23.8,13.2,20.6,0.0,3.6,20.0,15.2,79,113,-6.8
Tony Bradley,25:11,.857,.857,.000,.000,14.9,4.1,9.8,6.9,1.9,3.7,0.0,11.1,183,115,4.7
Obi Toppin,16:33,.580,.417,.500,.667,11.4,25.2,17.9,0.0,2.9,0.0,20.5,23.6,106,109,-1.7
Quenton Jackson,9:51,.694,.750,.500,1.000,0.0,21.2,10.0,0.0,0.0,0.0,25.8,15.8,95,116,-8.8
James Wiseman,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Team Totals,240,.535,.505,.440,.297,31.4,71.7,50.5,61.5,7.0,9.8,14.2,100.0,109.7,113.7,
