Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Donovan Mitchell,34:52,.863,.867,.667,.800,0.0,7.4,3.7,22.8,4.0,0.0,12.9,28.0,149,119,11.3
Evan Mobley,34:14,.472,.458,.333,.333,11.4,18.9,15.2,19.0,0.0,5.5,17.9,20.5,104,123,-6.7
Jarrett Allen,30:25,.735,.727,.091,.818,8.5,21.3,14.9,20.1,3.0,3.1,11.8,23.4,142,117,4.9
Sam Merrill,26:20,.862,.818,.909,.364,4.9,0.0,2.5,27.6,1.8,3.6,23.9,26.7,133,124,7.1
Jaylon Tyson,22:35,1.000,1.000,.750,.000,5.7,17.2,11.5,5.6,6.1,4.2,20.0,9.3,148,110,6.1
Reserves,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Dean Wade,26:57,.403,.357,.857,.143,4.8,24.1,14.4,4.4,0.0,0.0,0.0,11.6,104,125,-9.8
Lonzo Ball,22:30,.205,.000,.500,.500,0.0,11.5,5.8,38.8,4.1,0.0,29.1,12.8,97,118,-3.3
Larry Nance Jr.,15:46,.483,.500,.125,.375,8.2,16.5,12.3,9.6,2.9,0.0,0.0,24.8,109,120,-6.3
Craig Porter Jr.,14:25,1.167,1.167,.333,.000,0.0,18.0,9.0,27.7,3.2,0.0,0.0,17.5,235,119,21.5
Tyrese Proctor,11:57,.000,.000,.750,.000,0.0,10.9,5.4,0.0,3.9,0.0,33.3,21.1,0,119,-29.8
Thomas Bryant,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Nae'Qwan Tomlin,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Luke Travers,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Team Totals,240,.672,.646,.512,.427,24.3,73.0,48.6,72.7,13.4,9.8,14.9,100.0,125.8,119.0,
