Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Jonathan Kuminga,23:43,.658,.667,.000,.222,0.0,16.9,8.4,38.8,0.0,4.3,33.6,27.9,90,130,-3.2
Jimmy Butler,22:10,.920,.667,.333,2.667,6.0,12.0,9.0,15.1,6.4,0.0,13.3,15.1,175,118,10.2
Draymond Green,21:55,.375,.375,.750,.000,0.0,12.2,6.1,28.4,2.2,0.0,42.9,14.2,68,128,-9.5
Stephen Curry,19:59,.384,.346,.385,.231,0.0,6.7,3.3,0.0,2.4,0.0,6.5,34.1,72,129,-17.0
Quinten Post,16:35,.500,.500,1.000,.000,0.0,24.1,12.1,21.3,0.0,6.2,14.3,18.8,94,127,-1.1
Reserves,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Trayce Jackson-Davis,22:20,.521,.500,.000,1.000,11.9,23.9,17.9,7.5,0.0,4.6,51.0,23.5,61,128,-17.6
Will Richard,22:01,.699,.750,.833,.167,0.0,0.0,0.0,8.2,2.2,0.0,0.0,13.0,130,131,-1.0
Brandin Podziemski,20:34,.727,.667,.333,.333,0.0,25.9,13.0,9.0,6.9,0.0,0.0,14.9,146,114,6.2
Moses Moody,20:06,.727,.667,.667,.333,0.0,0.0,0.0,0.0,2.4,5.1,12.7,17.5,118,128,2.2
Gary Payton II,14:58,.333,.333,.667,.000,0.0,53.5,26.7,32.3,6.3,0.0,0.0,8.9,110,109,6.9
Gui Santos,12:00,.667,.667,.333,.000,22.2,11.1,16.7,0.0,4.0,0.0,0.0,11.1,149,124,1.1
Pat Spencer,12:00,.615,.500,.500,.500,11.1,0.0,5.6,19.0,4.0,0.0,0.0,36.2,132,127,8.7
Buddy Hield,11:40,.463,.333,.667,1.000,0.0,0.0,0.0,57.0,8.1,0.0,31.6,24.1,92,117,0.7
Team Totals,240,.588,.534,.473,.392,16.7,72.2,44.4,69.7,15.8,8.5,19.5,100.0,100.7,124.4,
