Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Pascal Siakam,38:01,.555,.543,.217,.130,2.8,11.0,6.9,15.2,2.5,2.7,11.0,30.4,104,106,-0.4
Aaron Nesmith,35:08,.716,.658,.579,.316,3.0,14.9,9.0,5.2,0.0,0.0,4.4,27.3,140,112,6.9
Quenton Jackson,31:09,.722,.719,.250,.188,10.3,10.0,10.2,62.7,4.6,0.0,0.0,23.6,163,103,21.5
Jarace Walker,29:57,.304,.222,.556,.222,7.1,24.4,15.9,21.8,0.0,0.0,28.8,19.6,71,109,-10.7
Isaiah Jackson,20:57,.654,.400,.000,1.200,10.2,29.9,20.1,6.5,0.0,5.0,0.0,15.4,156,105,1.7
Reserves,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Johnny Furphy,22:51,.625,.625,.500,.000,0.0,13.7,6.9,0.0,4.2,0.0,33.3,11.1,74,103,-4.5
Tony Bradley,18:05,.525,.333,.000,1.333,11.8,23.1,17.5,0.0,0.0,0.0,0.0,11.1,133,110,-5.1
RayJ Dennis,16:51,.143,.143,.571,.000,0.0,0.0,0.0,15.3,0.0,6.2,0.0,17.6,50,112,-13.9
Ben Sheppard,12:52,.543,.000,1.000,4.000,0.0,24.3,12.3,18.7,0.0,0.0,26.6,12.4,104,109,-2.7
Jeremiah Robinson-Earl,6:17,.000,.000,.000,.000,0.0,16.6,8.4,0.0,0.0,0.0,0.0,6.7,0,111,-12.4
Taelon Peter,4:32,.000,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,50.0,18.7,0,116,-27.2
Jay Huff,3:20,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,116,-8.2
Mac McClung,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Team Totals,240,.563,.506,.371,.315,24.4,78.3,51.6,60.0,6.9,6.5,10.6,100.0,112.7,107.7,
