Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Shai Gilgeous-Alexander,35:28,.503,.477,.136,.091,0.0,10.4,5.9,38.0,1.4,0.0,14.9,33.5,99,99,4.6
Cason Wallace,32:48,.222,.222,.556,.000,3.8,11.3,8.0,18.7,1.5,0.0,10.0,13.5,72,99,-4.2
Chet Holmgren,32:09,.712,.700,.500,.600,3.8,28.7,18.0,9.0,0.0,12.4,19.2,21.5,118,88,9.2
Luguentz Dort,31:32,.333,.333,.667,.000,0.0,14.6,8.4,3.9,0.0,0.0,0.0,12.6,78,101,-4.8
Isaiah Hartenstein,29:53,.727,.727,.000,.000,20.6,21.6,21.2,0.0,1.7,0.0,8.3,17.7,141,96,4.4
Reserves,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Ajay Mitchell,27:15,.555,.500,.286,.214,9.0,16.9,13.5,5.9,1.8,0.0,11.5,28.1,107,97,1.6
Aaron Wiggins,26:45,.458,.458,.500,.000,0.0,10.4,5.9,16.3,0.0,0.0,7.7,21.5,96,102,-1.3
Jaylin Williams,17:24,.694,.500,.500,1.000,0.0,37.1,21.2,7.0,2.8,5.7,25.8,9.8,113,85,5.3
Brooks Barnhizer,6:25,1.000,1.000,.000,.000,0.0,14.4,8.2,0.0,0.0,0.0,0.0,6.9,200,101,-1.1
Chris Youngblood,0:21,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,105,-4.2
Ousmane Dieng,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Team Totals,240,.528,.500,.333,.144,23.1,88.5,60.4,50.0,5.1,10.4,12.0,100.0,103.9,96.7,
