Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Miles McBride,39:06,1.070,1.063,.625,.250,0.0,8.8,4.8,8.6,2.4,0.0,18.4,12.0,167,104,7.8
Mikal Bridges,35:39,.758,.727,.091,.182,4.0,12.8,8.9,10.3,4.0,6.4,14.4,16.8,138,96,7.0
Jalen Brunson,33:58,.546,.536,.214,.179,0.0,6.7,3.7,14.0,0.0,0.0,9.0,42.3,105,110,-7.6
Josh Hart,33:45,.793,.769,.462,.154,8.4,20.3,15.0,25.8,4.3,0.0,12.6,20.4,153,97,13.4
Karl-Anthony Towns,32:22,.591,.462,.231,.538,17.4,21.2,19.5,10.8,0.0,0.0,15.7,25.5,122,107,-3.6
Reserves,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Mitchell Robinson,17:12,,,,,0.0,33.2,18.4,5.6,8.3,6.6,,0.0,226,81,10.1
Tyler Kolek,15:23,.875,.875,.250,.000,0.0,0.0,0.0,23.0,0.0,0.0,20.0,14.1,149,112,3.4
Jordan Clarkson,14:00,.571,.571,.143,.000,10.1,8.2,9.0,0.0,3.4,0.0,0.0,21.6,123,101,-6.5
Guerschon Yabusele,12:08,.000,.000,.500,.000,0.0,37.7,20.8,0.0,0.0,0.0,33.3,10.7,0,102,-16.4
Ariel Hukporti,2:17,.000,.000,.000,.000,0.0,50.1,27.7,42.0,0.0,50.1,0.0,19.0,66,72,13.6
Pacome Dadiet,2:05,,,,,0.0,54.9,30.3,0.0,0.0,0.0,,0.0,0,98,-1.5
Mohamed Diawara,2:05,1.500,1.500,1.000,.000,0.0,0.0,0.0,100.0,0.0,0.0,0.0,20.8,270,112,76.6
Team Totals,240,.672,.642,.284,.205,23.5,78.6,53.9,52.0,12.0,9.5,13.5,100.0,128.5,100.6,
