Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Zach LaVine,26:04,.727,.706,.471,.118,0.0,9.4,4.5,19.8,1.8,0.0,14.4,37.1,112,137,4.9
Drew Eubanks,25:38,.750,.750,.167,.000,0.0,24.0,11.6,0.0,1.9,4.2,33.3,16.3,82,131,-8.6
Precious Achiuwa,24:06,.333,.333,.667,.000,0.0,25.5,12.3,11.4,0.0,0.0,0.0,5.8,92,137,-8.2
Russell Westbrook,20:31,.506,.500,.600,.200,5.6,36.0,20.2,33.9,0.0,0.0,26.9,33.6,83,134,-9.4
DeMar DeRozan,15:22,.810,.667,.000,1.000,0.0,0.0,0.0,20.3,3.1,0.0,0.0,13.0,174,136,-1.2
Reserves,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Keegan Murray,32:48,.423,.423,.462,.000,0.0,11.3,5.4,4.9,0.0,0.0,7.1,19.8,77,141,-12.4
Dennis Schröder,25:06,.154,.000,.500,.500,4.6,4.9,4.7,31.0,0.0,4.2,23.5,23.6,55,140,-18.3
Maxime Raynaud,20:51,.750,.750,.000,.000,0.0,17.7,8.5,9.9,0.0,5.1,0.0,17.8,142,136,1.0
Nique Clifford,19:17,.840,1.000,.667,1.333,0.0,12.8,6.1,23.3,4.9,0.0,17.4,13.8,139,129,7.5
Keon Ellis,16:13,.500,.500,.600,.000,7.0,0.0,3.7,9.5,0.0,6.6,0.0,14.3,110,140,-3.0
Malik Monk,14:04,.250,.250,.250,.000,8.1,8.7,8.4,20.3,0.0,7.6,20.0,16.5,70,137,-12.5
Devin Carter,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Doug McDermott,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Dario Šarić,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Team Totals,240,.554,.531,.413,.188,9.5,71.8,39.5,64.9,5.0,11.1,16.4,100.0,95.4,136.2,
