Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Josh Giddey,30:19,.677,.667,.167,.667,11.9,29.9,20.9,26.9,0.0,0.0,11.4,23.2,140,122,5.0
Matas Buzelis,29:05,.450,.429,.357,.071,6.2,6.2,6.2,8.3,0.0,5.4,6.5,21.3,101,125,-5.6
Nikola Vučević,29:00,.308,.308,.615,.000,3.1,25.0,14.1,23.1,1.6,0.0,7.1,19.4,89,120,-5.5
Kevin Huerter,24:00,.776,.750,.750,.167,0.0,7.5,3.8,5.9,0.0,0.0,7.2,23.3,138,129,5.8
Isaac Okoro,19:57,.333,.333,.667,.000,4.5,0.0,2.3,5.3,0.0,3.9,0.0,6.0,106,128,-5.6
Reserves,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Ayo Dosunmu,25:50,.938,.944,.222,.556,0.0,10.5,5.3,28.0,0.0,0.0,8.2,19.0,177,128,10.7
Jevon Carter,18:08,.577,.577,.769,.000,5.0,15.0,10.0,7.6,0.0,0.0,7.1,31.0,109,127,-0.6
Dalen Terry,18:04,.625,.625,.750,.000,0.0,15.0,7.5,24.9,0.0,0.0,20.0,11.1,125,127,-2.1
Jalen Smith,17:57,.699,.682,.545,.091,5.0,35.3,20.2,16.7,5.2,0.0,8.0,27.9,132,108,14.1
Patrick Williams,16:58,.444,.357,.571,.286,5.3,5.3,5.3,13.4,2.7,0.0,0.0,18.7,115,123,-3.1
Julian Phillips,10:42,.250,.250,.500,.000,16.9,8.5,12.7,10.3,4.4,7.4,0.0,15.0,98,113,0.8
Noa Essengue,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Team Totals,240,.589,.564,.520,.186,24.5,75.5,50.0,64.6,4.9,6.6,7.5,100.0,126.2,123.3,
