Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
Moses Moody,12:00,3,5,.600,2,4,.500,4,4,1.000,0,2,2,1,0,2,2,2,12,9.6,+2
Jonathan Kuminga,7:36,1,6,.167,0,1,.000,0,0,,1,1,2,0,0,0,0,1,2,-1.2,+1
Will Richard,12:00,3,4,.750,2,2,1.000,0,0,,3,0,3,2,0,0,0,2,8,9.1,+2
Brandin Podziemski,9:16,2,2,1.000,1,1,1.000,2,2,1.000,0,3,3,1,0,0,2,1,7,5.6,+13
Quinten Post,1:19,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-0.7,0
Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
Al Horford,8:10,0,3,.000,0,3,.000,0,0,,0,4,4,1,0,0,0,0,0,-0.2,+5
Pat Spencer,2:44,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-0.7,-11
Buddy Hield,,,,,,,,,,,,,,,,,,,,,
Gary Payton II,4:22,0,0,,0,0,,0,0,,0,1,1,1,0,0,0,0,0,1.0,-3
Trayce Jackson-Davis,2:33,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,0,0,2,1.7,+1
Gui Santos,,,,,,,,,,,,,,,,,,,,,
Jackson Rowe,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Team Totals,60,10,23,.435,5,11,.455,6,6,1.000,4,11,15,6,0,2,4,6,31,,
