Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Dyson Daniels,38:39,.333,.333,.222,.000,3.3,5.5,4.5,29.0,4.0,2.8,30.8,15.4,79,107,-4.8
Jalen Johnson,34:45,.474,.438,.188,.125,0.0,30.7,16.6,39.0,1.5,3.1,5.6,23.6,109,105,2.5
Zaccharie Risacher,31:00,.431,.455,.545,.364,0.0,17.2,9.3,0.0,1.7,7.0,13.6,21.8,69,107,-7.0
Kristaps Porziņģis,26:22,.627,.458,.417,.750,4.8,8.1,6.6,25.2,0.0,12.4,0.0,27.7,142,110,8.8
Keaton Wallace,24:18,.833,.833,.667,.000,0.0,17.6,9.5,5.8,0.0,0.0,25.0,7.5,111,114,-8.4
Reserves,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Vit Krejci,30:00,.978,1.000,.769,.231,0.0,10.7,5.8,13.6,0.0,3.6,0.0,21.9,173,114,19.9
Onyeka Okongwu,26:25,.460,.400,.300,.200,9.6,16.2,13.1,17.7,0.0,0.0,8.4,20.6,104,115,-7.1
Luke Kennard,20:04,.389,.389,.333,.000,18.9,5.3,11.5,15.5,2.6,0.0,10.0,22.8,94,112,-5.4
Mouhamed Gueye,8:28,1.000,1.000,.000,.000,0.0,37.8,20.5,35.1,6.1,0.0,50.0,10.8,115,93,4.6
Caleb Houstan,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Asa Newell,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
N'Faly Dante,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Jacob Toppin,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Team Totals,240,.566,.530,.405,.238,18.4,75.6,49.4,78.9,7.5,18.2,11.5,100.0,112.4,109.1,
