Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Jarace Walker,31:33,.416,.393,.429,.071,0.0,6.1,3.0,0.0,0.0,3.5,29.4,25.7,58,117,-14.9
Andrew Nembhard,29:44,.415,.375,.563,.125,0.0,6.5,3.1,60.7,3.2,0.0,10.6,25.2,98,112,1.2
Ben Sheppard,26:54,.150,.150,.600,.000,0.0,14.3,6.9,0.0,0.0,0.0,0.0,14.8,36,117,-16.9
Jay Huff,21:38,.505,.545,.545,.182,8.4,39.9,23.7,21.2,0.0,15.1,7.8,23.6,100,100,5.3
Isaiah Jackson,21:01,.667,.667,.000,.000,17.2,9.1,13.3,12.5,0.0,5.2,18.2,20.8,110,116,0.7
Reserves,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Jeremiah Robinson-Earl,32:02,.353,.273,.273,.364,11.3,24.0,17.5,5.4,2.9,0.0,7.3,17.1,85,108,-4.2
Cody Martin,27:40,.200,.200,.200,.000,3.3,17.3,10.1,11.5,5.1,0.0,44.4,12.9,37,105,-9.9
Monte Morris,20:18,.800,.800,.600,.000,0.0,9.5,4.6,38.0,0.0,0.0,0.0,9.8,173,118,3.2
Tony Bradley,16:18,.436,.333,.000,.333,11.1,23.6,17.2,11.3,0.0,6.7,0.0,16.8,110,111,-0.4
RayJ Dennis,6:26,.625,.625,.500,.000,14.1,0.0,7.2,0.0,0.0,0.0,42.9,43.2,62,121,-14.2
Taelon Peter,6:26,.000,.000,1.000,.000,0.0,14.9,7.2,23.3,0.0,0.0,25.0,24.7,14,117,-25.0
Aaron Nesmith,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
Pascal Siakam,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
Team Totals,240,.420,.399,.415,.117,26.4,78.0,51.5,65.6,6.9,13.6,18.2,100.0,81.4,111.8,
