Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
P.J. Washington,34:24,.593,.548,.381,.190,7.8,14.2,10.8,5.8,0.0,4.2,8.1,28.8,117,106,6.1
Cooper Flagg,33:53,.403,.357,.286,.143,7.9,11.6,9.6,13.7,2.8,0.0,16.8,21.1,85,104,-3.7
Max Christie,30:02,.759,.722,.556,.222,0.0,16.3,7.8,10.7,0.0,2.4,16.8,15.8,127,107,4.7
Daniel Gafford,28:27,.590,.500,.000,.375,12.5,24.1,18.0,0.0,1.7,5.0,9.7,14.5,124,98,1.1
Brandon Williams,20:52,.407,.346,.308,.308,4.3,4.7,4.5,39.9,2.3,0.0,16.9,34.0,87,107,-1.8
Reserves,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Naji Marshall,21:25,.470,.500,.571,.143,4.2,18.3,10.9,0.0,4.4,0.0,21.2,17.6,76,98,-2.9
Klay Thompson,20:08,.542,.542,.750,.000,0.0,9.7,4.6,0.0,4.7,0.0,0.0,23.8,111,100,7.2
Ryan Nembhard,16:45,.143,.143,.286,.000,0.0,17.5,8.3,57.1,0.0,0.0,0.0,16.7,81,108,-5.1
Dwight Powell,10:18,,,,,17.3,0.0,9.0,12.3,0.0,0.0,,0.0,231,113,-4.0
D'Angelo Russell,9:46,.000,.000,.667,.000,0.0,10.0,4.8,25.9,0.0,0.0,40.0,20.5,22,110,-24.0
Jaden Hardy,4:48,.500,.500,.667,.000,18.5,20.4,19.4,35.7,0.0,0.0,0.0,25.0,130,106,10.7
Caleb Martin,4:41,,,,,0.0,20.9,10.0,0.0,0.0,0.0,,0.0,0,105,-12.8
Moussa Cisse,4:31,,,,,0.0,21.7,10.3,0.0,0.0,0.0,100.0,8.9,0,105,-22.8
Team Totals,240,.490,.454,.412,.165,27.8,71.4,48.5,57.9,7.9,7.5,13.3,100.0,100.2,104.1,
