Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Miles Bridges,34:49,.466,.417,.500,.167,6.6,22.4,14.6,27.8,0.0,0.0,4.9,23.7,119,124,-0.6
LaMelo Ball,33:37,.627,.556,.611,.444,6.8,26.6,16.8,36.2,4.2,3.0,15.7,30.8,126,111,9.6
Collin Sexton,30:05,.671,.654,.385,.462,0.0,7.4,3.8,35.1,1.6,0.0,6.0,22.4,145,124,5.2
Ryan Kalkbrenner,26:06,1.000,1.000,.000,.000,17.5,12.8,15.1,6.1,1.8,3.8,12.5,12.4,175,120,5.8
Brandon Miller,9:14,.333,.333,.333,.000,0.0,0.0,0.0,15.9,0.0,0.0,25.0,35.1,59,130,-25.8
Reserves,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Kon Knueppel,30:15,.589,.591,.545,.182,7.6,3.7,5.6,4.5,0.0,0.0,20.2,20.0,100,129,-8.4
Tre Mann,22:03,.254,.143,.714,.286,5.2,20.2,12.8,10.7,0.0,0.0,27.6,20.0,59,124,-20.2
Sion James,18:46,1.000,1.000,.400,.000,6.1,5.9,6.0,7.8,0.0,0.0,16.7,13.0,153,129,5.4
Moussa Diabaté,16:56,.591,1.000,.000,3.500,0.0,13.2,6.7,0.0,2.8,5.9,0.0,12.2,107,117,-2.9
Tidjane Salaün,13:11,.750,.750,1.000,.000,8.7,33.9,21.4,9.3,0.0,0.0,0.0,6.2,175,121,2.1
Mason Plumlee,4:58,,,,,0.0,0.0,0.0,22.5,0.0,0.0,,0.0,237,130,0.1
Pat Connaughton,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Liam McNeeley,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Team Totals,240,.597,.573,.472,.315,31.0,74.4,52.9,69.8,5.9,6.3,14.4,100.0,118.5,122.4,
