Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Kyshawn George,28:58,.357,.357,.571,.000,3.9,9.5,6.5,18.6,0.0,6.0,41.7,17.4,60,140,-14.4
Bilal Coulibaly,26:00,.473,.167,.833,1.333,0.0,15.8,7.2,9.9,3.6,0.0,9.5,17.0,101,133,-7.1
CJ McCollum,25:52,.613,.600,.467,.200,0.0,15.9,7.2,23.0,1.8,0.0,10.9,29.7,109,137,-1.3
Khris Middleton,24:05,.167,.167,.500,.000,0.0,11.4,5.2,21.5,0.0,3.6,25.0,13.9,53,141,-14.0
Tristan Vukcevic,17:13,.333,.333,.333,.000,13.3,8.0,10.9,8.3,2.7,0.0,25.0,19.5,69,137,-14.4
Reserves,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Tre Johnson,19:26,.788,.813,.625,.250,0.0,14.1,6.4,18.5,0.0,4.5,10.1,21.3,132,140,7.3
Corey Kispert,18:50,.654,.667,.667,.333,0.0,21.8,9.9,8.1,2.5,0.0,0.0,15.3,129,135,1.0
Justin Champagnie,18:17,.543,.500,.333,.167,6.3,15.0,10.2,33.7,5.1,0.0,0.0,14.8,135,129,4.3
Cam Whitmore,17:04,.611,.611,.222,.000,6.7,8.0,7.3,0.0,2.7,0.0,10.0,24.6,103,137,-3.7
Bub Carrington,16:13,.700,.700,.400,.000,7.0,8.5,7.7,29.5,0.0,0.0,16.7,15.5,129,142,-6.7
Jamir Watkins,9:18,.644,.500,.667,.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5,133,145,-7.5
Will Riley,9:16,.400,.400,.200,.000,0.0,14.8,6.7,36.2,5.1,0.0,16.7,27.1,80,130,-5.3
Malaki Branham,4:44,.945,.833,.667,1.333,0.0,29.0,13.2,0.0,0.0,0.0,17.4,51.0,148,139,22.5
Anthony Gill,4:44,1.064,1.000,.000,2.000,24.1,0.0,13.2,0.0,0.0,0.0,0.0,16.6,229,145,6.0
Sharife Cooper,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Team Totals,240,.570,.523,.477,.279,16.7,62.9,37.7,66.7,8.8,7.3,15.7,100.0,107.4,136.6,
