Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Luka Dončić,38:25,.629,.589,.536,.179,3.1,18.9,10.3,31.8,1.3,0.0,6.2,36.6,134,121,8.5
Marcus Smart,36:35,.658,.611,.778,.222,6.6,8.0,7.2,19.8,9.8,0.0,23.3,15.4,125,103,10.9
Rui Hachimura,35:36,.875,.875,.250,.000,6.7,4.1,5.5,4.1,1.4,0.0,7.7,16.0,162,124,5.3
Deandre Ayton,32:56,.700,.700,.000,.000,10.9,13.2,12.0,0.0,0.0,0.0,23.1,17.3,111,126,-9.1
Austin Reaves,29:25,.549,.471,.588,.647,0.0,24.7,11.2,34.0,3.5,0.0,4.4,33.9,128,115,6.6
Reserves,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Jake LaRavia,24:53,.338,.250,.375,.250,4.8,0.0,2.6,14.1,2.1,0.0,0.0,15.6,104,124,-9.7
Jarred Vanderbilt,16:10,,,,,0.0,9.0,4.1,6.6,0.0,0.0,100.0,2.7,49,127,-12.5
Jaxson Hayes,14:53,.500,.500,.000,.000,8.1,39.1,22.1,0.0,0.0,9.2,0.0,5.9,130,116,-6.2
Dalton Knecht,11:07,.375,.375,.250,.000,21.6,39.3,29.6,0.0,0.0,12.3,0.0,15.7,113,114,-3.5
Bronny James,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Maxi Kleber,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Adou Thiero,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
Team Totals,240,.612,.578,.433,.222,30.0,72.7,49.3,55.6,12.8,5.7,10.0,100.0,129.1,118.4,
