Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Nikola Vučević,33:34,.711,.711,.474,.000,3.2,17.6,11.2,9.4,1.3,2.2,13.6,26.6,111,111,3.2
Josh Giddey,30:55,.477,.444,.333,.111,0.0,13.6,7.6,48.8,1.4,2.4,34.6,19.0,101,113,-1.2
Isaac Okoro,25:39,.770,.813,.750,.125,0.0,3.3,1.8,0.0,0.0,0.0,0.0,13.4,131,123,-3.7
Kevin Huerter,22:39,.167,.167,.667,.000,0.0,7.4,4.2,9.7,2.0,3.3,0.0,10.8,57,116,-11.0
Matas Buzelis,18:40,.799,.750,.333,.333,0.0,22.6,12.6,28.8,0.0,7.9,22.5,19.3,131,108,6.7
Reserves,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Coby White,27:26,.682,.676,.529,.176,0.0,3.1,1.7,40.5,3.3,0.0,14.1,31.6,120,117,7.6
Ayo Dosunmu,23:29,.841,.857,.571,.429,4.5,10.8,8.0,5.7,0.0,3.1,10.7,16.1,141,117,-0.3
Dalen Terry,16:42,.466,.500,.333,.167,12.8,5.0,8.5,38.4,8.0,4.4,13.4,18.1,119,103,10.3
Patrick Williams,12:47,.336,.357,.286,.143,8.3,26.4,18.4,9.8,0.0,0.0,11.8,26.8,71,109,-14.0
Jalen Smith,11:49,.417,.417,.667,.000,9.0,0.0,4.0,0.0,3.8,12.5,0.0,20.6,89,113,-5.5
Jevon Carter,10:55,.375,.375,.750,.000,0.0,7.7,4.3,10.6,4.1,0.0,0.0,14.9,87,111,-9.2
Julian Phillips,5:25,.532,.000,1.000,2.000,19.7,15.5,17.4,0.0,0.0,0.0,0.0,14.1,141,116,-4.7
Noa Essengue,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Team Totals,240,.597,.589,.510,.146,15.6,54.4,37.3,78.3,9.3,13.8,13.5,100.0,113.8,112.9,
