Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
James Harden,51:03,.687,.640,.480,.440,4.9,27.8,16.7,41.3,0.9,3.6,9.1,27.9,138,102,12.4
Ivica Zubac,46:11,.747,.733,.000,.467,10.9,17.9,14.5,8.1,1.0,2.0,21.7,21.7,122,105,-0.1
Derrick Jones Jr.,40:16,.555,.400,.300,.800,0.0,11.8,6.1,0.0,3.5,4.6,12.9,16.7,100,99,-2.4
Kris Dunn,32:14,.461,.313,.750,.500,0.0,7.3,3.8,21.7,2.9,2.9,9.3,14.5,107,102,0.3
John Collins,23:33,.450,.375,.375,.250,0.0,15.1,7.8,0.0,3.9,0.0,25.3,21.9,67,100,-12.3
Reserves,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Bogdan Bogdanović,37:06,.750,.750,.571,.000,0.0,9.6,4.9,14.4,5.0,0.0,6.7,17.5,138,99,9.1
Nicolas Batum,24:55,.509,.417,.833,.333,0.0,9.5,4.9,0.0,5.6,0.0,12.7,13.7,90,98,-2.9
Kobe Sanders,13:30,.255,.200,.600,.400,0.0,8.8,4.5,10.6,0.0,0.0,25.4,25.3,47,110,-23.1
Jordan Miller,11:24,.333,.333,.333,.000,11.1,10.4,10.7,0.0,0.0,0.0,40.0,19.0,52,109,-19.5
Brook Lopez,9:48,.000,.000,1.000,.000,0.0,36.2,18.7,0.0,0.0,0.0,0.0,4.4,0,104,-9.7
Kobe Brown,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Cam Christie,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Chris Paul,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Team Totals,290,.600,.542,.442,.379,15.2,77.6,47.4,48.9,12.8,9.5,17.2,100.0,106.3,101.5,
