Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Bam Adebayo,29:27,.584,.455,.455,.909,3.5,21.3,12.4,20.1,0.0,10.4,6.1,20.7,134,98,5.9
Kel'el Ware,27:57,.597,.533,.067,.267,14.9,37.3,26.1,5.2,3.1,3.7,5.6,23.6,130,92,4.0
Pelle Larsson,26:06,1.047,1.000,.600,1.200,4.0,4.0,4.0,32.5,3.4,0.0,0.0,10.9,222,100,15.5
Norman Powell,24:39,.542,.500,.500,.571,4.2,4.2,4.2,11.0,3.6,4.1,0.0,26.4,125,98,5.2
Davion Mitchell,23:47,.743,.778,.222,.444,0.0,0.0,0.0,36.8,1.8,0.0,0.0,16.8,163,105,7.1
Reserves,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Keshad Johnson,29:28,.554,.400,.500,.600,14.2,24.8,19.5,3.9,1.5,6.9,7.3,17.2,131,96,1.0
Simone Fontecchio,25:10,.338,.292,.833,.250,0.0,8.3,4.1,13.9,1.7,0.0,13.1,22.6,77,104,-11.2
Jaime Jaquez Jr.,23:57,.455,.455,.000,.000,8.7,21.8,15.2,37.9,1.8,0.0,21.4,21.7,102,100,-1.9
Dru Smith,18:24,.721,.714,.286,.429,11.3,28.4,19.8,14.3,7.2,0.0,19.4,20.8,124,87,11.8
Jahmir Young,6:12,.600,.600,.400,.000,0.0,0.0,0.0,24.6,0.0,0.0,0.0,29.9,131,110,6.9
Myron Gardner,4:53,1.500,1.500,1.000,.000,0.0,21.4,10.7,0.0,0.0,0.0,0.0,7.6,300,104,5.4
Team Totals,240,.599,.540,.380,.440,32.6,82.6,57.6,74.5,11.9,14.9,7.7,100.0,130.9,98.0,
