Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Desmond Bane,44:15,.574,.500,.350,.300,4.8,5.0,4.9,17.6,1.2,1.5,11.7,26.9,111,121,0.9
Franz Wagner,42:50,.543,.452,.381,.619,0.0,12.9,6.3,17.6,2.4,0.0,7.0,31.2,109,116,3.1
Tristan Da Silva,40:22,.597,.600,.600,.200,2.6,13.7,8.0,8.4,3.9,1.6,0.0,12.5,127,111,4.9
Wendell Carter Jr.,37:25,.588,.545,.364,.364,5.7,11.8,8.7,9.2,1.4,7.1,7.3,17.1,120,115,2.5
Anthony Black,35:46,.556,.536,.357,.357,0.0,9.3,4.5,21.5,1.4,1.9,11.0,23.7,106,118,-1.4
Reserves,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Jett Howard,19:39,.417,.417,.500,.000,0.0,11.2,5.5,16.5,2.6,3.4,0.0,14.2,98,114,1.2
Goga Bitadze,15:33,.532,.500,.000,2.000,20.5,7.1,13.9,9.9,3.3,4.3,0.0,11.2,144,114,0.6
Tyus Jones,15:20,.000,.000,.500,.000,0.0,14.4,7.1,18.2,3.4,0.0,0.0,12.1,30,113,-9.9
Jonathan Isaac,13:50,.500,.500,.667,.000,7.7,39.9,23.5,0.0,0.0,0.0,0.0,10.1,115,108,-2.5
Jamal Cain,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Noah Penda,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Jase Richardson,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Orlando Robinson,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Team Totals,265,.533,.484,.407,.374,18.0,60.4,38.8,55.3,10.8,11.3,7.0,100.0,110.6,114.5,
