Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Bam Adebayo,32:32,.571,.536,.286,.286,8.9,26.8,18.3,3.9,1.4,0.0,11.3,21.1,115,108,-0.3
Pelle Larsson,31:56,.197,.154,.462,.385,3.0,16.4,10.0,26.7,1.4,0.0,11.6,20.8,73,111,-10.5
Davion Mitchell,30:44,.515,.417,.333,.667,3.1,19.9,11.9,41.8,1.5,0.0,11.4,11.0,144,110,5.0
Norman Powell,29:20,.729,.722,.389,.500,3.3,8.9,6.2,5.5,3.1,0.0,4.4,30.3,143,110,14.3
Kel'el Ware,26:10,.658,.615,.154,.385,29.4,26.7,28.0,0.0,3.5,0.0,0.0,22.4,155,103,9.6
Reserves,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Jaime Jaquez Jr.,32:54,.826,.833,.000,.250,2.9,2.7,2.8,30.6,0.0,0.0,23.1,20.3,131,120,4.6
Keshad Johnson,19:25,.400,.400,.200,.000,4.9,0.0,2.4,0.0,0.0,4.3,16.7,11.9,80,118,-8.5
Simone Fontecchio,18:40,.375,.375,.875,.000,5.1,9.4,7.3,12.0,0.0,0.0,0.0,16.6,107,117,-4.3
Dru Smith,16:31,.643,.643,.286,.000,5.8,15.9,11.1,8.0,0.0,5.1,22.2,21.1,103,112,1.0
Myron Gardner,0:54,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,121,-7.9
Jahmir Young,0:54,.500,.500,.500,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.9,119,119,-23.5
Team Totals,240,.571,.546,.327,.306,36.0,72.7,55.2,66.7,6.7,3.5,10.5,100.0,121.8,112.2,
