Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Harrison Barnes,36:23,.547,.545,.455,.182,7.1,5.4,6.3,0.0,3.9,0.0,7.8,14.0,119,102,-0.1
Devin Vassell,35:21,.643,.618,.294,.118,2.4,13.9,7.8,0.0,1.4,0.0,0.0,20.1,144,105,4.4
De'Aaron Fox,33:05,.611,.500,.320,.480,2.6,14.8,8.3,46.4,4.3,2.8,9.0,39.9,134,97,19.7
Julian Champagnie,32:19,.600,.600,.500,.000,5.3,27.3,15.6,8.8,0.0,5.8,9.1,13.5,129,101,3.6
Luke Kornet,28:04,.375,.375,.000,.000,12.2,17.5,14.7,9.5,0.0,10.1,0.0,11.3,117,100,-3.1
Reserves,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Keldon Johnson,22:46,.546,.429,.143,1.000,11.3,30.1,20.1,12.2,2.1,0.0,9.0,19.3,125,98,3.1
Dylan Harper,16:31,.394,.313,.250,.250,15.6,0.0,8.3,16.5,5.8,0.0,0.0,21.3,119,99,3.1
Kelly Olynyk,11:58,.333,.333,.667,.000,0.0,8.2,3.8,10.8,0.0,0.0,0.0,9.9,95,109,-10.0
Lindy Waters III,8:22,.333,.333,.667,.000,10.2,0.0,5.5,0.0,5.7,0.0,0.0,14.2,96,99,-6.1
Carter Bryant,7:36,.000,.000,.500,.000,0.0,25.8,12.0,0.0,6.3,0.0,50.0,20.9,0,91,-20.1
Jeremy Sochan,7:35,.143,.143,.286,.000,22.6,12.9,18.1,0.0,0.0,0.0,12.5,41.8,47,106,-35.5
Bismack Biyombo,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
David Jones García,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Riley Minix,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Team Totals,240,.513,.460,.327,.248,35.7,75.5,54.3,41.5,11.9,11.8,7.4,100.0,114.4,101.5,
