Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Rudy Gobert,35:20,.678,.667,.000,.333,10.4,37.0,24.6,17.5,2.8,6.6,8.8,14.9,146,95,9.4
Julius Randle,32:17,.738,.711,.316,.158,3.8,20.3,12.5,20.4,1.5,0.0,9.0,32.2,133,107,8.4
Jaden McDaniels,31:53,.700,.700,.200,.000,0.0,13.7,7.3,23.8,0.0,0.0,23.1,19.0,116,113,-2.4
Donte DiVincenzo,31:19,.605,.607,.857,.143,0.0,10.5,5.5,16.2,1.6,0.0,0.0,22.1,123,110,2.6
Mike Conley,28:55,.727,.667,.500,.333,0.0,11.3,6.0,23.7,1.7,0.0,12.7,12.7,145,109,0.9
Reserves,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Naz Reid,21:55,.648,.654,.385,.154,0.0,14.9,7.9,6.9,0.0,0.0,6.7,31.6,111,112,-2.9
Jaylen Clark,19:02,.500,.500,.500,.000,0.0,5.7,3.0,0.0,2.6,0.0,0.0,14.7,93,109,-6.4
Rob Dillingham,15:31,.400,.400,.000,.000,0.0,0.0,0.0,30.3,6.3,0.0,28.6,21.0,84,102,-4.2
Terrence Shannon Jr.,11:36,.532,.000,1.000,2.000,0.0,9.4,5.0,0.0,0.0,0.0,0.0,7.5,116,114,-7.3
Bones Hyland,9:58,.500,.500,1.000,.000,0.0,10.9,5.8,11.4,0.0,0.0,0.0,14.0,109,113,-8.3
Joan Beringer,1:16,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,117,-7.6
Johnny Juzang,0:58,1.500,1.500,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.1,300,117,92.2
Joe Ingles,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Leonard Miller,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Team Totals,240,.655,.638,.414,.161,10.3,77.3,45.8,66.0,8.1,4.9,9.7,100.0,124.3,106.9,
