Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Ausar Thompson,33:33,.500,.500,.000,.000,0.0,20.0,11.3,14.7,4.3,4.2,6.7,19.3,111,101,0.0
Cade Cunningham,32:44,.824,.778,.333,.333,0.0,3.4,1.9,49.0,1.5,0.0,16.2,32.5,147,114,12.9
Duncan Robinson,31:26,.583,.583,.667,.000,0.0,3.6,2.0,27.5,3.1,0.0,14.3,9.6,136,110,3.5
Jalen Duren,30:09,.856,.786,.000,.571,9.6,33.3,23.0,0.0,4.8,0.0,5.4,26.5,168,99,11.4
Isaiah Stewart,8:52,1.000,1.000,.000,.000,0.0,37.8,21.4,14.2,0.0,0.0,33.3,14.6,121,109,1.8
Reserves,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Ron Holland,24:59,.417,.417,.500,.000,5.8,17.9,12.6,4.3,0.0,0.0,33.3,15.5,69,114,-11.7
Caris LeVert,20:20,.644,.583,.667,.667,7.2,11.0,9.3,22.5,2.4,0.0,11.4,18.6,138,110,4.1
Javonte Green,19:39,.592,.500,.600,.800,7.4,11.4,9.6,5.5,2.5,0.0,0.0,14.8,143,110,-0.6
Paul Reed,15:08,.773,1.000,.000,.667,38.4,14.8,25.0,16.1,6.4,0.0,0.0,11.1,171,100,10.4
Bobi Klintman,14:48,.291,.333,.500,.333,19.7,22.6,21.3,7.6,0.0,0.0,12.7,23.0,78,113,-16.7
Daniss Jenkins,5:20,.315,.333,.333,1.333,0.0,20.9,11.8,0.0,9.1,0.0,0.0,38.5,70,92,-10.8
Chaz Lanier,3:02,.000,.000,1.000,.000,0.0,36.8,20.8,0.0,0.0,0.0,0.0,28.5,0,110,-36.3
Team Totals,240,.636,.612,.306,.353,33.3,81.4,60.5,65.3,14.1,2.9,11.7,100.0,126.0,107.9,
