Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Bam Adebayo,28:21,.578,.526,.421,.211,3.7,13.0,8.6,16.3,1.5,0.0,4.6,28.0,134,106,2.8
Norman Powell,24:35,.638,.600,.400,.400,0.0,22.5,12.0,8.6,3.5,0.0,14.5,20.4,120,99,0.3
Andrew Wiggins,23:41,.490,.500,.125,.625,17.6,11.7,14.5,13.0,1.8,4.1,16.4,18.8,112,104,-2.7
Kel'el Ware,22:50,.713,.708,.083,.250,22.8,16.2,19.3,5.5,1.9,4.2,13.1,24.5,137,102,2.9
Davion Mitchell,20:33,.500,.500,.500,.000,0.0,4.5,2.4,26.6,0.0,0.0,60.0,8.9,93,113,-9.1
Reserves,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Jaime Jaquez Jr.,26:56,.683,.667,.083,.083,11.6,24.0,18.2,26.2,3.2,0.0,19.4,20.9,133,99,6.2
Nikola Jović,26:56,.893,.833,.667,.556,3.9,17.1,10.9,16.1,1.6,3.6,8.2,16.5,178,103,13.0
Simone Fontecchio,23:25,.778,.778,.889,.000,0.0,15.8,8.4,9.2,3.7,0.0,10.0,15.6,147,100,5.8
Dru Smith,20:35,.625,.625,.375,.000,10.1,4.5,7.1,25.5,6.2,4.7,11.1,15.9,146,96,12.4
Keshad Johnson,7:38,.500,.500,.600,.000,0.0,36.3,19.2,0.0,5.6,0.0,0.0,23.9,112,89,1.0
Pelle Larsson,7:38,.800,.800,.600,.000,13.7,12.1,12.8,0.0,5.6,0.0,28.6,33.4,102,97,4.2
Jahmir Young,6:52,.333,.333,.333,.000,0.0,13.4,7.1,14.6,0.0,0.0,25.0,21.2,71,110,-18.6
Team Totals,240,.654,.632,.392,.216,37.0,76.9,58.2,61.8,13.4,8.0,15.2,100.0,130.2,101.6,
