Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Payton Pritchard,30:22,.716,.700,.667,.267,0.0,17.2,9.6,38.1,0.0,0.0,0.0,23.0,175,102,14.5
Derrick White,26:10,.758,.682,.545,.455,12.5,6.7,9.3,18.8,3.9,3.5,13.2,24.2,154,98,15.8
Jaylen Brown,25:18,.563,.563,.313,.125,12.9,10.3,11.5,32.7,0.0,0.0,10.6,31.1,130,106,3.4
Neemias Queta,20:02,1.009,1.000,.000,.167,10.9,26.1,19.4,13.5,2.5,4.6,0.0,13.4,214,90,16.4
Jordan Walsh,17:50,.500,.500,.429,.000,6.1,24.5,16.3,0.0,0.0,10.4,0.0,16.3,122,93,-3.8
Reserves,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Sam Hauser,22:33,.313,.313,.875,.000,4.8,3.9,4.3,4.7,2.2,4.1,11.1,16.6,82,103,-8.7
Josh Minott,21:59,.563,.563,.500,.000,5.0,15.9,11.0,21.2,0.0,4.2,27.3,20.8,105,101,-1.4
Anfernee Simons,21:49,.300,.300,.600,.000,5.0,12.0,8.9,33.8,0.0,0.0,9.1,21.0,112,105,-4.7
Luka Garza,17:10,.875,.875,.375,.000,31.8,10.2,19.8,8.4,0.0,0.0,0.0,19.4,192,106,11.8
Chris Boucher,12:47,.333,.333,.667,.000,8.5,41.0,26.5,0.0,0.0,0.0,0.0,9.8,102,89,-10.4
Baylor Scheierman,11:32,1.000,1.000,1.000,.000,0.0,7.6,4.2,0.0,0.0,0.0,0.0,10.8,198,108,4.9
Hugo González,8:12,.000,.000,.000,.000,0.0,10.6,5.9,0.0,0.0,11.3,33.3,15.2,0,100,-19.6
Ron Harper Jr.,4:16,1.500,1.500,1.000,.000,0.0,0.0,0.0,0.0,0.0,21.6,0.0,19.5,300,101,47.7
Xavier Tillman Sr.,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Team Totals,240,.628,.611,.515,.121,40.9,72.7,58.6,68.0,4.2,15.4,9.5,100.0,137.6,99.8,
