Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Cooper Flagg,34:45,.670,.633,.333,.667,5.3,22.0,12.9,22.5,2.7,2.5,4.9,23.1,140,109,10.0
Brandon Williams,33:10,.564,.375,.250,.917,8.3,9.9,9.0,13.9,1.4,0.0,19.2,24.7,109,116,-4.0
Max Christie,30:24,.542,.542,.667,.000,0.0,17.9,8.2,16.3,0.0,8.6,7.7,16.8,110,111,2.3
Daniel Gafford,23:23,.359,.250,.000,.500,19.7,14.0,17.1,18.7,2.0,0.0,9.3,18.1,104,114,-6.2
P.J. Washington,22:28,.519,.409,.636,.909,4.1,29.1,15.6,7.5,2.1,3.9,16.3,32.2,96,107,-4.8
Reserves,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Naji Marshall,25:09,.507,.500,.500,.250,0.0,21.7,9.9,19.5,1.8,0.0,10.1,15.5,104,113,-3.5
Moussa Cisse,19:41,.717,.750,.000,.500,9.4,11.1,10.2,0.0,0.0,8.9,0.0,9.8,153,112,0.5
Klay Thompson,16:45,.429,.429,1.000,.000,0.0,13.0,6.0,27.5,0.0,5.2,0.0,16.4,111,115,2.2
D'Angelo Russell,16:17,.509,.417,.500,.333,5.7,13.4,9.2,28.4,2.8,0.0,12.7,19.0,114,112,1.2
Caleb Martin,9:25,.500,.500,.000,.000,19.6,0.0,10.6,32.0,4.9,0.0,0.0,8.4,153,110,4.3
Jaden Hardy,4:35,.333,.333,.667,.000,0.0,23.8,10.9,0.0,0.0,0.0,40.0,42.9,38,116,-40.7
Dwight Powell,3:58,.000,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9,0,121,-22.5
Ryan Nembhard,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Team Totals,240,.533,.466,.438,.461,30.8,81.8,54.2,67.6,7.7,14.5,12.3,100.0,109.9,111.8,
