Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Max Christie,28:09,.750,.750,.583,.000,0.0,4.0,2.0,5.7,0.0,3.4,14.3,21.5,117,119,1.3
Cooper Flagg,27:16,.551,.550,.400,.200,0.0,24.6,12.3,10.6,1.7,3.5,15.5,20.4,95,112,-3.5
P.J. Washington,25:07,.467,.467,.400,.000,4.4,22.2,13.3,6.3,1.9,3.8,11.8,29.3,85,112,-5.5
D'Angelo Russell,16:15,.765,.800,.000,.400,0.0,20.6,10.3,48.9,0.0,0.0,33.8,23.6,112,119,-0.5
Daniel Gafford,12:23,.000,.000,.000,.000,0.0,9.0,4.5,0.0,0.0,0.0,0.0,3.5,0,121,-15.3
Reserves,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Naji Marshall,25:06,.542,.500,.538,.308,0.0,31.1,15.6,25.1,1.9,0.0,6.3,27.1,112,113,2.3
Brandon Williams,22:03,.652,.625,.250,.125,0.0,5.1,2.5,21.0,4.2,0.0,26.2,22.4,100,112,-3.7
Caleb Martin,17:30,.000,.000,1.000,.000,0.0,19.1,9.6,0.0,0.0,5.5,0.0,2.5,0,115,-9.7
Klay Thompson,17:01,.000,.000,.833,.000,0.0,6.6,3.3,20.1,2.7,0.0,0.0,15.2,33,115,-13.7
Jaden Hardy,16:32,.680,.600,1.000,.400,6.8,13.5,10.1,16.0,2.8,5.8,25.4,20.6,112,110,5.0
Moussa Cisse,14:11,.740,.800,.000,.800,31.5,31.5,31.5,0.0,0.0,6.8,22.8,26.7,120,112,0.6
Ryan Nembhard,9:35,.551,.600,.400,.200,0.0,0.0,0.0,37.1,0.0,0.0,0.0,24.5,120,123,-0.7
Dwight Powell,8:54,,,,,25.1,25.1,25.1,25.7,0.0,0.0,,0.0,221,118,3.4
Team Totals,240,.559,.547,.453,.186,18.6,83.7,51.2,59.5,6.8,12.0,16.2,100.0,101.4,115.0,
