Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Trae Young,33:32,.537,.417,.333,.667,0.0,3.3,1.7,27.7,4.2,0.0,4.1,30.7,118,104,6.6
Onyeka Okongwu,33:02,.650,.550,.300,.700,0.0,13.5,6.8,12.9,1.4,9.3,13.3,19.3,120,101,4.0
Dyson Daniels,32:09,.381,.429,.000,.286,0.0,31.2,15.8,16.4,2.9,3.2,20.2,13.0,77,96,-2.1
Nickeil Alexander-Walker,30:31,.503,.472,.556,.111,0.0,3.7,1.9,22.1,1.5,0.0,5.0,27.6,105,109,0.6
Jalen Johnson,25:58,.551,.500,.000,.200,8.8,25.8,17.4,5.8,1.8,0.0,21.6,22.6,94,101,-6.5
Reserves,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Mouhamed Gueye,29:46,.630,.667,.556,.333,15.4,15.0,15.2,14.7,0.0,3.4,22.5,19.0,110,107,2.2
Luke Kennard,22:54,.600,.600,.000,.000,10.0,4.9,7.4,12.1,2.0,0.0,28.6,12.9,102,107,-3.2
Vit Krejci,13:34,.833,.833,.667,.000,0.0,16.5,8.3,10.4,0.0,0.0,25.0,12.5,116,109,-0.6
Keaton Wallace,11:04,.750,.750,1.000,.000,0.0,10.1,5.1,23.7,0.0,0.0,0.0,7.7,165,111,4.4
Asa Newell,3:48,.833,.833,.333,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.4,148,111,16.4
N'Faly Dante,3:42,,,,,30.9,60.3,45.8,0.0,0.0,0.0,100.0,11.4,56,97,-10.3
Caleb Houstan,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Jacob Toppin,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Team Totals,240,.570,.529,.341,.329,21.4,72.1,47.1,63.4,8.8,10.6,14.1,100.0,108.5,104.6,
