Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Collin Sexton,36:04,.590,.531,.375,.375,0.0,0.0,0.0,18.8,0.0,0.0,13.9,26.0,111,124,-6.1
Miles Bridges,35:19,.461,.405,.429,.190,0.0,15.4,8.5,24.2,1.4,2.3,8.1,30.4,100,115,-3.5
Kon Knueppel,34:27,.764,.735,.647,.176,3.9,15.8,10.4,15.8,0.0,2.3,9.8,25.6,138,118,11.3
Sion James,32:12,.500,.500,.571,.000,4.1,16.9,11.2,13.0,0.0,0.0,12.5,10.8,109,120,-4.8
Mason Plumlee,22:58,.904,1.000,.000,1.500,5.8,33.2,20.9,36.0,2.2,0.0,23.1,8.1,168,111,11.1
Reserves,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Moussa Diabaté,25:21,1.042,1.000,.000,1.000,26.3,25.8,26.0,6.0,0.0,0.0,14.8,11.6,190,118,6.0
Tre Mann,16:50,.250,.250,.667,.000,0.0,6.5,3.6,7.9,0.0,0.0,33.3,23.2,41,122,-22.3
Liam McNeeley,15:21,.500,.500,1.000,.000,0.0,14.2,7.8,0.0,0.0,0.0,14.3,19.8,84,120,-11.2
KJ Simpson,11:56,.625,.625,.250,.000,0.0,18.3,10.1,26.0,4.2,0.0,20.0,18.2,111,110,4.0
Drew Peterson,9:32,.000,.000,1.000,.000,14.0,11.4,12.6,12.9,5.2,0.0,0.0,13.6,47,109,-9.8
Antonio Reeves,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Grant Williams,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
Team Totals,240,.580,.535,.512,.233,25.0,77.3,53.8,66.7,4.2,3.3,14.4,100.0,114.2,117.3,
