Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
Kris Dunn,30:09,2,4,.500,1,3,.333,1,2,.500,0,5,5,3,2,1,3,2,6,6.1,-24
James Harden,30:06,7,17,.412,5,9,.556,6,6,1.000,0,6,6,6,1,0,2,2,25,20.1,+2
Derrick Jones Jr.,28:21,5,12,.417,3,7,.429,3,3,1.000,2,2,4,2,1,1,1,2,16,12.9,+1
Ivica Zubac,25:37,3,8,.375,0,0,,1,2,.500,4,3,7,2,2,0,2,2,7,6.5,+7
Nicolas Batum,17:50,1,5,.200,1,5,.200,0,0,,0,1,1,3,0,0,1,3,3,0.1,+2
Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
Bogdan Bogdanović,29:34,3,8,.375,2,6,.333,3,4,.750,0,6,6,4,2,0,1,1,11,11.4,-17
John Collins,24:56,5,8,.625,1,2,.500,6,6,1.000,1,3,4,1,1,0,5,3,17,10.5,-25
Brook Lopez,15:48,4,7,.571,4,4,1.000,0,0,,1,1,2,0,0,0,2,2,12,6.9,-29
Chris Paul,11:19,0,1,.000,0,1,.000,0,0,,0,1,1,3,0,0,1,2,0,-0.1,-24
Cam Christie,6:35,2,4,.500,1,2,.500,0,0,,1,1,2,0,0,0,0,0,5,4.0,+3
Yanic Konan Niederhauser,6:35,1,2,.500,0,0,,3,4,.750,1,1,2,0,0,0,1,1,5,3.2,+3
Kobe Brown,6:35,0,3,.000,0,3,.000,0,0,,0,1,1,2,0,0,0,0,0,-0.4,+3
Jahmyl Telfort,6:35,0,1,.000,0,1,.000,0,0,,0,1,1,0,0,0,0,0,0,-0.4,+3
Team Totals,240,33,80,.413,18,43,.419,23,27,.852,10,32,42,26,9,2,19,20,107,,
