Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
De'Andre Hunter,28:21,.691,.654,.385,.385,3.4,19.7,10.9,10.8,3.1,0.0,16.5,23.6,117,106,2.3
Jarrett Allen,27:26,.650,.600,.050,.350,7.0,32.6,18.8,14.6,0.0,0.0,4.2,32.3,133,111,6.6
Dean Wade,26:13,.571,.571,.571,.000,0.0,12.8,5.9,9.3,1.7,0.0,12.5,11.2,108,111,-2.3
Sam Merrill,20:39,.230,.150,.800,.200,0.0,0.0,0.0,16.3,2.1,4.1,0.0,19.4,73,109,-11.8
Lonzo Ball,20:29,.805,.750,.875,.375,9.4,0.0,5.0,52.6,2.1,4.1,24.4,22.1,141,109,16.5
Reserves,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Craig Porter Jr.,32:10,.713,.708,.250,.250,6.0,6.9,6.4,38.9,4.1,10.5,13.1,17.5,142,99,16.7
Tyrese Proctor,22:44,.378,.333,.533,.133,0.0,9.8,4.5,11.6,0.0,0.0,0.0,25.7,93,115,-13.5
Larry Nance Jr.,19:25,.500,.500,.667,.000,4.9,23.0,13.3,11.6,4.5,0.0,25.0,7.6,104,102,-2.3
Nae'Qwan Tomlin,17:39,.467,.286,.571,.857,21.8,12.6,17.5,13.7,5.0,4.8,9.4,22.1,118,100,-0.1
Thomas Bryant,12:48,.450,.500,.500,.250,15.0,43.6,28.2,0.0,0.0,6.6,0.0,12.7,111,104,-4.2
Luke Travers,12:06,.340,.200,.600,.400,7.9,27.7,17.1,0.0,3.6,13.9,0.0,17.9,92,93,-0.8
Chris Livingston,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Team Totals,240,.553,.500,.452,.298,30.0,79.1,52.7,71.1,11.8,17.5,10.0,100.0,118.4,105.6,
