Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Luka Dončić,38:50,.672,.630,.556,.481,3.6,28.3,18.1,34.2,0.0,0.0,13.3,44.2,121,115,6.7
Rui Hachimura,38:05,.781,.750,1.000,1.000,0.0,7.9,4.6,3.5,1.3,2.6,14.8,8.1,132,118,-2.2
Austin Reaves,36:09,.585,.429,.571,.643,0.0,11.1,6.5,16.4,1.4,0.0,10.0,25.1,117,118,-3.0
Marcus Smart,34:46,.711,.688,.500,.125,0.0,8.6,5.1,17.2,2.8,0.0,26.2,15.0,111,116,-1.7
Deandre Ayton,16:43,.699,.667,.000,.167,0.0,0.0,0.0,0.0,0.0,0.0,13.4,20.2,112,125,-5.7
Reserves,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Jaxson Hayes,23:21,.347,.500,.000,1.000,6.0,25.7,17.5,27.8,0.0,4.3,0.0,5.6,138,114,4.1
Jake LaRavia,23:14,.697,.688,.375,.375,6.1,17.2,12.6,14.4,6.4,0.0,9.7,20.2,132,104,9.4
Dalton Knecht,15:19,.500,.500,.600,.000,9.2,6.5,7.6,9.6,3.2,0.0,0.0,14.8,117,115,-1.5
Jarred Vanderbilt,13:36,.500,.500,.500,.000,10.4,22.1,17.2,10.0,0.0,7.4,0.0,6.7,138,113,0.3
Bronny James,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Nick Smith Jr.,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Team Totals,240,.646,.599,.500,.434,14.7,72.9,48.8,61.5,8.2,6.3,14.2,100.0,120.1,114.9,
