Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
CJ McCollum,29:57,.530,.500,.550,.300,3.3,18.2,10.5,28.4,0.0,0.0,4.2,32.4,109,132,0.3
Bub Carrington,25:56,.286,.286,.143,.000,3.9,8.4,6.0,24.8,3.5,0.0,12.5,12.7,83,126,-6.7
Alex Sarr,25:09,.686,.633,.200,.267,4.0,13.0,8.3,40.1,0.0,10.6,10.7,30.6,128,127,12.0
Kyshawn George,24:51,.429,.429,.571,.000,0.0,35.1,16.8,27.4,0.0,0.0,30.0,16.5,77,128,-12.2
Khris Middleton,20:17,.751,.667,.167,.500,4.9,10.8,7.7,7.5,2.2,0.0,21.5,18.9,120,129,-3.6
Reserves,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Tre Johnson,29:04,.538,.500,.500,.143,3.4,11.3,7.2,10.6,0.0,3.1,0.0,21.0,113,132,-3.5
Cam Whitmore,20:32,.460,.450,.300,.200,0.0,21.3,10.2,14.8,2.2,0.0,26.9,29.7,69,127,-11.9
Corey Kispert,19:51,.000,.000,.000,.000,0.0,5.5,2.6,0.0,2.3,0.0,0.0,2.1,0,130,-11.3
Tristan Vukcevic,10:56,.773,.833,.333,.667,0.0,20.0,9.5,0.0,0.0,0.0,0.0,14.6,144,132,-2.1
Marvin Bagley III,9:50,1.000,1.000,.000,.000,0.0,11.1,5.3,0.0,0.0,0.0,50.0,8.3,77,134,-14.4
Will Riley,9:12,.500,.500,.600,.000,0.0,11.9,5.7,0.0,0.0,0.0,0.0,22.3,94,134,-6.6
Justin Champagnie,5:56,.725,.000,.000,4.000,33.7,18.4,26.4,0.0,0.0,0.0,0.0,19.1,175,132,2.3
AJ Johnson,4:10,.000,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8,0,136,-22.5
Sharife Cooper,2:21,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,136,-10.6
Anthony Gill,1:58,1.136,,,,0.0,0.0,0.0,0.0,0.0,0.0,53.2,39.2,108,136,-9.5
Team Totals,240,.554,.505,.374,.275,14.6,75.0,43.5,61.0,4.7,7.4,12.8,100.0,105.3,129.6,
