Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Cam Thomas,34:40,.477,.438,.167,.208,2.4,3.8,3.0,18.8,2.9,0.0,3.7,32.0,105,130,-3.5
Noah Clowney,31:41,.504,.500,.857,.143,5.3,16.8,9.8,5.3,3.1,0.0,11.8,21.7,97,126,-3.8
Nic Claxton,29:52,.842,1.000,.000,2.000,14.1,13.4,13.8,42.7,0.0,3.7,15.1,18.1,156,133,12.4
Terance Mann,27:54,.350,.350,.400,.000,6.0,9.6,7.4,27.9,1.8,0.0,9.1,16.1,97,131,-8.5
Tyrese Martin,22:03,.530,.500,.500,.300,0.0,18.1,7.0,16.0,0.0,0.0,0.0,20.9,120,133,-3.6
Reserves,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Ziaire Williams,22:39,.678,.611,.778,.333,3.7,5.9,4.6,0.0,0.0,4.9,0.0,18.6,145,134,0.4
Egor Dёmin,21:18,.250,.250,.500,.000,4.0,6.3,4.8,26.7,4.7,5.2,33.3,11.5,72,124,-5.5
Day'Ron Sharpe,19:48,.543,1.000,.000,4.000,21.3,13.5,18.2,0.0,5.0,5.6,52.1,11.9,77,121,-10.6
Jalen Wilson,15:53,.494,.250,.500,1.750,0.0,8.4,3.2,9.2,0.0,0.0,0.0,18.2,120,135,-10.2
E.J. Liddell,3:33,.000,.000,1.000,.000,0.0,100.0,43.6,0.0,0.0,0.0,0.0,23.0,0,107,-25.7
Ben Saraf,3:33,.644,.500,.333,.667,23.7,0.0,14.5,0.0,0.0,0.0,20.5,56.1,111,139,6.4
Nolan Traoré,3:33,.000,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5,0,139,-23.0
Danny Wolf,3:33,.000,.000,.000,.000,0.0,37.6,14.5,75.1,0.0,0.0,0.0,11.5,92,128,5.1
Team Totals,240,.516,.472,.449,.427,31.6,61.1,43.0,69.4,9.3,9.3,10.2,100.0,112.9,129.4,
