Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Tyrese Maxey,38:30,.761,.750,.643,.286,3.2,3.8,3.5,36.2,3.9,2.3,16.0,20.2,149,123,12.7
VJ Edgecombe,37:06,.473,.425,.300,.250,10.0,11.8,10.8,16.9,4.0,4.7,15.3,29.2,104,120,-1.8
Andre Drummond,34:03,.556,.556,.111,.000,14.5,34.2,23.5,0.0,2.9,2.6,25.0,14.6,96,120,-5.5
Justin Edwards,22:33,.515,.333,.333,.667,5.5,6.5,5.9,11.6,2.2,0.0,20.5,17.9,108,128,-6.7
Dominick Barlow,17:16,.500,.500,.400,.000,14.3,8.4,11.6,23.5,0.0,5.1,37.5,19.2,91,129,-5.2
Reserves,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Quentin Grimes,31:56,.643,.600,.533,.200,0.0,9.1,4.2,9.9,3.1,0.0,5.8,22.5,141,126,3.9
Jabari Walker,23:13,.750,.750,.167,.000,26.5,25.1,25.8,12.6,0.0,3.8,14.3,12.5,154,127,4.8
Trendon Watford,21:28,.765,.700,.400,.400,0.0,20.3,9.3,13.0,0.0,0.0,33.8,17.1,108,131,-6.5
Jared McCain,13:55,.357,.357,.571,.000,0.0,20.9,9.6,0.0,0.0,0.0,12.5,23.8,75,131,-18.6
Johni Broome,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Eric Gordon,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Kyle Lowry,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Hunter Sallis,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Team Totals,240,.590,.552,.402,.207,41.0,75.8,56.9,58.5,11.4,10.9,18.1,100.0,115.8,125.1,
