Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Gary Trent Jr.,33:35,.427,.375,.833,.167,0.0,6.0,3.2,7.6,1.4,0.0,0.0,15.9,102,116,-6.6
Myles Turner,32:14,.571,.571,.857,.286,3.7,18.6,11.8,4.0,0.0,13.1,20.2,12.7,98,108,-0.5
Giannis Antetokounmpo,31:44,.661,.690,.095,.429,18.9,25.2,22.3,36.3,3.0,0.0,10.7,36.6,130,106,12.3
A.J. Green,29:18,.732,.750,1.000,.250,0.0,3.4,1.9,13.9,0.0,0.0,10.1,14.0,138,120,0.0
Ryan Rollins,28:27,.592,.625,.500,.125,0.0,17.6,9.6,33.5,1.6,0.0,45.3,22.5,83,112,-6.6
Reserves,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Cole Anthony,22:56,.688,.688,.500,.000,5.2,13.1,9.5,24.9,2.0,0.0,27.3,19.9,114,112,1.2
Taurean Prince,20:57,.500,.500,.667,.000,0.0,14.3,7.8,0.0,2.2,0.0,0.0,11.9,103,111,-4.5
Kyle Kuzma,16:16,.638,.550,.300,.400,7.4,24.6,16.8,0.0,0.0,0.0,0.0,30.0,136,113,3.3
Bobby Portis,15:46,.571,.571,.714,.000,7.6,6.3,6.9,9.3,0.0,0.0,22.2,23.7,96,119,-7.7
Jericho Sims,5:04,.568,,,,0.0,19.7,10.8,0.0,0.0,0.0,0.0,7.2,123,114,-8.0
Amir Coffey,3:43,.000,.000,1.000,.000,0.0,0.0,0.0,30.7,0.0,0.0,0.0,11.2,67,121,-12.9
Thanasis Antetokounmpo,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Gary Harris,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Andre Jackson Jr.,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Mark Sears,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Team Totals,240,.599,.591,.534,.250,22.5,70.8,48.9,57.1,5.9,8.8,15.6,100.0,114.1,112.2,
