Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Pascal Siakam,33:49,.651,.559,.471,.706,5.8,19.2,11.6,6.0,1.4,2.7,11.9,28.8,130,124,6.2
Andrew Nembhard,31:31,.593,.450,.300,.600,3.1,0.0,1.8,21.1,0.0,2.9,28.3,21.5,102,132,-6.6
Jarace Walker,28:27,.645,.625,.500,1.250,6.9,4.6,5.9,5.3,3.3,0.0,32.6,12.4,97,125,-3.4
Isaiah Jackson,26:35,.830,.857,.000,.857,29.5,9.8,21.0,22.4,3.6,3.4,9.4,15.4,167,121,11.8
Bennedict Mathurin,25:15,.564,.531,.563,.875,0.0,15.4,6.6,17.5,1.9,0.0,15.3,39.8,106,125,-0.9
Reserves,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Ben Sheppard,28:41,.286,.286,.571,.000,3.4,13.6,7.8,21.1,1.7,3.2,0.0,9.4,105,125,-1.3
Jeremiah Robinson-Earl,20:22,.250,.250,.250,.000,14.4,38.2,24.7,0.0,0.0,0.0,0.0,15.1,84,123,-11.0
Tony Bradley,17:29,.291,.167,.000,.333,16.8,14.8,16.0,8.5,0.0,0.0,30.4,21.7,66,129,-20.7
T.J. McConnell,15:26,.000,.000,.000,.000,0.0,8.4,3.6,17.8,3.1,0.0,20.0,12.5,28,124,-17.4
Jay Huff,8:03,.625,.625,.750,.000,0.0,0.0,0.0,0.0,0.0,11.3,0.0,19.1,138,128,3.1
Monte Morris,2:11,1.000,1.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,50.0,35.2,64,134,-9.3
Taelon Peter,2:11,,,,,0.0,0.0,0.0,62.8,0.0,0.0,,0.0,226,134,7.2
RayJ Dennis,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Team Totals,240,.539,.470,.369,.536,40.8,62.2,50.0,54.3,7.9,9.4,16.8,100.0,110.7,125.5,
