Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
Derrick White,18:17,4,9,.444,1,4,.250,0,0,,0,1,1,4,3,1,1,4,9,8.5,-4
Jaylen Brown,17:38,9,15,.600,0,2,.000,0,0,,0,8,8,2,0,0,1,1,18,13.5,-8
Payton Pritchard,17:10,3,8,.375,2,4,.500,5,7,.714,0,2,2,2,1,0,2,1,13,8.4,-5
Neemias Queta,16:01,1,4,.250,0,0,,0,0,,2,3,5,1,0,0,0,4,2,1.0,+1
Josh Minott,14:32,1,2,.500,0,0,,2,2,1.000,2,2,4,0,0,0,2,0,4,3.0,-7
Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
Sam Hauser,7:20,0,0,,0,0,,0,0,,0,1,1,2,0,0,0,0,0,1.7,-2
Jordan Walsh,6:52,1,1,1.000,0,0,,0,0,,0,1,1,0,0,0,1,1,2,0.6,+1
Anfernee Simons,15:06,4,7,.571,3,5,.600,0,0,,0,1,1,2,0,1,0,4,11,8.5,-3
Luka Garza,3:23,0,0,,0,0,,0,0,,0,0,0,0,0,1,0,0,0,0.7,-2
Hugo González,3:41,0,0,,0,0,,0,0,,1,1,2,1,0,0,0,0,0,1.7,+4
Chris Boucher,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Baylor Scheierman,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Xavier Tillman Sr.,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team
Team Totals,120,23,46,.500,6,15,.400,7,9,.778,5,20,25,14,4,3,7,15,59,,
