Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Shai Gilgeous-Alexander,30:09,.804,.750,.214,.857,0.0,9.1,4.9,34.7,1.6,3.9,9.4,31.4,157,114,10.1
Cason Wallace,26:52,.833,.833,.667,.000,0.0,5.1,2.7,0.0,7.0,0.0,25.0,13.2,101,103,0.8
Chet Holmgren,26:47,.370,.357,.286,.143,0.0,15.4,8.3,8.5,3.5,4.4,0.0,24.7,82,107,-13.4
Isaiah Hartenstein,23:43,.888,1.000,.000,.800,6.7,28.9,18.7,34.7,2.0,0.0,37.2,20.2,136,108,5.6
Luguentz Dort,21:08,1.125,1.125,1.000,.000,0.0,6.5,3.5,0.0,0.0,0.0,0.0,8.4,192,120,1.3
Reserves,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Isaiah Joe,25:15,1.163,1.167,.833,.333,0.0,0.0,0.0,13.7,3.7,0.0,0.0,12.1,223,113,12.4
Ajay Mitchell,24:34,.551,.500,.300,.200,6.5,16.7,12.0,18.1,3.8,4.8,15.5,23.3,112,106,-3.1
Jaylin Williams,24:17,.833,.833,.778,.000,6.6,28.2,18.2,28.8,3.9,0.0,18.2,20.1,145,104,12.2
Alex Caruso,18:24,.935,1.000,.600,.400,0.0,0.0,0.0,19.3,2.5,0.0,14.5,16.6,158,116,6.0
Branden Carlson,9:17,.788,.750,.250,.250,0.0,0.0,0.0,14.6,0.0,12.6,0.0,21.3,161,117,5.4
Ousmane Dieng,4:47,1.250,1.250,.500,.000,0.0,28.7,15.4,64.9,0.0,0.0,0.0,18.6,248,113,35.0
Chris Youngblood,4:47,.625,.625,.500,.000,0.0,57.3,30.9,0.0,0.0,0.0,0.0,37.2,108,105,-5.1
Team Totals,240,.766,.753,.446,.301,10.0,65.7,40.0,70.6,14.6,9.8,13.0,100.0,140.4,109.2,
