Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Michael Porter Jr.,33:56,.759,.694,.444,.556,0.0,31.8,16.5,37.4,0.0,0.0,8.2,31.5,147,109,9.4
Nic Claxton,30:11,.776,.714,.000,1.286,4.3,27.8,16.5,32.7,0.0,12.7,15.4,18.8,152,97,10.0
Noah Clowney,29:44,.773,1.000,1.000,.667,0.0,16.1,8.4,4.5,1.6,3.2,11.4,12.9,108,104,0.6
Terance Mann,29:07,.512,.375,.625,.500,8.9,20.6,15.0,12.8,0.0,0.0,17.0,17.7,110,110,-8.3
Egor Dёmin,19:44,.500,.500,.600,.000,6.6,0.0,3.2,32.8,2.4,0.0,16.7,13.3,125,106,-1.7
Reserves,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Ziaire Williams,30:03,.707,.571,.857,.714,0.0,16.0,8.3,0.0,0.0,3.2,9.8,14.9,127,107,-4.9
Tyrese Martin,26:01,.804,.792,.500,.083,10.0,0.0,4.8,27.1,1.8,7.4,13.9,24.4,141,101,10.7
Drake Powell,18:53,.500,.500,.167,.000,0.0,25.4,13.2,14.8,2.5,0.0,14.3,16.3,96,104,-7.2
Day'Ron Sharpe,15:33,.615,.500,.000,.500,8.3,30.9,20.0,25.8,0.0,0.0,29.1,19.4,113,109,-4.6
Tyson Etienne,2:16,.500,.500,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.1,93,112,-14.0
E.J. Liddell,2:16,.000,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.7,0,112,-59.8
Jalen Wilson,2:16,1.500,1.500,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.4,300,112,32.4
Team Totals,240,.683,.639,.519,.443,18.9,92.5,57.1,76.2,4.0,16.0,13.7,100.0,128.0,105.2,
