Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Toumani Camara,31:31,.568,.591,.636,.091,7.1,17.3,12.3,16.1,3.2,3.1,14.9,18.7,111,104,1.0
Deni Avdija,31:23,.666,.654,.538,.615,0.0,13.9,7.0,28.5,0.0,3.1,19.5,28.7,115,112,0.3
Jerami Grant,30:55,.664,.528,.389,1.056,3.6,10.6,7.1,26.3,0.0,3.2,7.1,40.2,139,113,7.4
Sidy Cissoko,28:15,.375,.375,1.000,.000,0.0,3.9,2.0,9.9,1.8,0.0,20.0,7.8,85,112,-8.5
Donovan Clingan,27:18,.751,.750,.500,.375,8.2,36.0,22.2,25.8,1.8,3.6,9.7,16.6,153,102,9.6
Reserves,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Kris Murray,26:43,.333,.333,.667,.000,12.5,8.2,10.3,0.0,5.6,0.0,0.0,4.9,121,103,-3.0
Caleb Love,26:14,.500,.500,.615,.000,4.3,16.6,10.5,27.3,0.0,0.0,13.3,25.1,105,113,-8.2
Rayan Rupert,16:29,.333,.333,.667,.000,0.0,33.1,16.7,17.6,0.0,0.0,25.0,10.6,80,109,-10.4
Robert Williams,16:04,.680,.600,.200,.400,20.8,13.6,17.2,0.0,3.1,24.4,0.0,16.0,159,89,9.1
Duop Reath,2:34,1.500,1.500,1.000,.000,0.0,42.5,21.5,0.0,0.0,0.0,50.0,34.2,58,108,13.9
Yang Hansen,2:34,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,116,-16.5
Jrue Holiday,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
Damian Lillard,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
Shaedon Sharpe,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
Matisse Thybulle,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
Team Totals,240,.615,.570,.544,.418,27.9,81.8,55.2,66.7,8.3,16.3,14.6,100.0,119.7,107.2,
