Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Michael Porter Jr.,35:24,.644,.600,.550,.550,5.4,23.9,14.8,18.1,1.3,0.0,16.8,35.1,109,98,2.1
Terance Mann,35:07,.545,.458,.250,.333,0.0,2.7,1.4,28.1,2.7,0.0,6.8,17.5,119,104,-1.3
Nic Claxton,33:34,.672,.556,.000,1.111,11.4,16.8,14.2,29.7,4.2,4.5,0.0,16.6,160,92,11.7
Noah Clowney,29:38,.790,.778,.556,.444,0.0,12.7,6.4,6.2,0.0,0.0,21.8,19.3,112,106,-3.7
Cam Thomas,5:35,.000,.000,.000,.000,0.0,0.0,0.0,23.9,0.0,0.0,0.0,14.9,32,112,-19.1
Reserves,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Tyrese Martin,27:27,.673,.727,.636,.182,0.0,17.1,8.7,13.7,1.7,0.0,7.8,19.5,114,100,3.3
Ziaire Williams,24:26,.188,.188,.625,.000,7.9,3.9,5.8,11.5,0.0,6.2,20.0,17.0,55,106,-12.9
Jalen Wilson,20:59,.750,.750,1.000,.000,0.0,4.5,2.3,0.0,0.0,0.0,0.0,7.9,135,109,-5.2
Day'Ron Sharpe,14:26,.370,.200,.000,.800,13.3,32.6,23.0,30.5,0.0,0.0,0.0,19.5,113,98,-0.1
Egor Dёmin,13:24,.000,.000,.833,.000,0.0,21.1,10.6,19.9,7.0,5.7,0.0,18.6,23,84,-8.4
Tyson Etienne,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
E.J. Liddell,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Team Totals,240,.552,.500,.465,.407,20.0,68.6,44.6,72.2,8.7,7.9,12.1,100.0,108.7,100.0,
