Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Jalen Johnson,37:57,.737,.733,.200,.400,0.0,35.3,18.5,24.4,1.2,0.0,18.5,25.2,128,129,2.4
Nickeil Alexander-Walker,33:39,1.013,1.000,.588,.235,3.7,10.0,7.0,23.4,0.0,8.4,9.6,27.2,176,132,21.4
Dyson Daniels,30:41,.474,.500,.250,.125,4.0,18.2,11.4,18.3,4.6,0.0,37.2,19.3,82,125,-7.3
Kristaps Porziņģis,29:03,.800,.800,.300,.000,0.0,19.2,10.1,4.4,0.0,6.5,9.1,16.7,136,131,0.0
Zaccharie Risacher,20:39,.100,.100,.500,.000,6.0,5.4,5.7,5.0,0.0,0.0,9.1,23.5,36,138,-29.2
Reserves,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Vit Krejci,30:14,.833,.833,.667,.000,0.0,0.0,0.0,3.5,1.5,0.0,0.0,4.4,167,135,-6.2
Onyeka Okongwu,25:08,.682,.682,.455,.000,9.8,22.2,16.3,25.4,0.0,0.0,15.4,22.8,131,135,3.3
Luke Kennard,16:29,.714,.714,.429,.000,7.5,13.5,10.7,23.4,5.7,0.0,0.0,18.7,157,124,11.7
Keaton Wallace,12:19,.510,.600,.800,.400,0.0,0.0,0.0,18.9,0.0,0.0,14.5,24.7,96,139,-9.3
Mouhamed Gueye,3:52,.000,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,24.3,0.0,11.4,0,122,-15.2
Asa Newell,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Jacob Toppin,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Team Totals,240,.679,.678,.425,.149,15.4,76.7,47.6,61.2,6.8,11.8,14.7,100.0,122.8,131.6,
