Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Kyshawn George,35:43,.471,.471,.353,.000,3.0,17.9,10.5,37.1,2.8,2.2,15.0,23.9,105,133,0.2
Alex Sarr,31:58,.727,.733,.200,.333,13.3,23.4,18.4,22.3,0.0,2.5,10.4,25.7,141,137,7.7
CJ McCollum,29:21,.379,.273,.455,.455,0.0,7.3,3.6,12.7,0.0,2.7,0.0,19.2,99,144,-8.7
Tre Johnson,27:26,.575,.600,.700,.100,0.0,3.9,1.9,5.0,1.8,0.0,8.7,17.8,107,143,-3.8
Khris Middleton,22:38,.583,.583,.667,.000,4.7,4.7,4.7,17.9,2.2,3.5,25.0,15.1,105,139,-4.5
Reserves,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Cam Whitmore,25:03,.557,.556,.333,.222,8.5,4.3,6.4,5.9,2.0,3.1,9.2,18.6,113,140,-5.5
Bub Carrington,19:28,.470,.500,.143,.143,0.0,5.5,2.7,14.3,2.6,0.0,21.2,20.7,82,140,-10.5
Corey Kispert,18:34,.508,.429,.857,.286,0.0,11.5,5.7,0.0,0.0,0.0,11.3,20.4,96,143,-12.1
Marvin Bagley III,12:29,1.014,1.000,.000,.250,17.1,25.6,21.4,14.4,0.0,0.0,0.0,15.2,213,137,11.1
Tristan Vukcevic,7:17,.500,.500,1.000,.000,14.6,0.0,7.3,0.0,0.0,0.0,0.0,17.6,119,149,-5.9
Malaki Branham,3:21,.532,.000,.000,2.000,0.0,0.0,0.0,34.1,0.0,0.0,0.0,24.0,143,149,2.5
Justin Champagnie,3:21,.000,.000,.000,.000,0.0,31.8,15.9,0.0,0.0,0.0,0.0,12.8,0,135,-20.7
Will Riley,3:21,1.000,1.000,.000,.000,31.8,0.0,15.9,0.0,0.0,0.0,0.0,12.8,211,149,8.6
Anthony Gill,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
AJ Johnson,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Team Totals,240,.558,.538,.413,.207,26.7,55.6,41.1,59.5,6.2,8.2,10.7,100.0,116.0,139.8,
