Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Moses Moody,35:42,.349,.292,.500,.167,2.3,12.0,7.1,17.9,1.3,2.2,18.9,16.8,78,107,-5.7
Brandin Podziemski,34:27,.453,.368,.368,.368,4.8,14.9,9.8,10.9,0.0,0.0,12.0,27.6,95,110,-4.3
Trayce Jackson-Davis,24:57,.658,.667,.000,2.333,23.2,17.2,20.3,0.0,0.0,3.2,14.1,10.7,134,107,-0.3
Gui Santos,18:26,.254,.214,.857,.286,13.5,13.9,13.7,0.0,0.0,4.3,20.2,20.3,58,107,-12.7
Will Richard,18:05,.000,.000,.667,.000,4.6,9.5,7.0,0.0,0.0,0.0,25.0,8.4,12,112,-16.1
Reserves,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Pat Spencer,32:07,.423,.423,.308,.000,12.9,8.0,10.5,73.2,2.9,0.0,13.3,17.7,119,106,8.1
Buddy Hield,30:50,.450,.450,.750,.000,0.0,16.7,8.2,20.2,3.0,0.0,16.7,29.5,84,102,-2.8
Quinten Post,26:19,.731,.731,.538,.000,0.0,19.5,9.6,18.8,1.7,0.0,27.8,25.9,95,104,5.1
Gary Payton II,19:07,.595,.500,.400,.400,4.3,26.9,15.4,0.0,4.8,8.2,0.0,11.6,138,89,9.0
Jonathan Kuminga,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
Jackson Rowe,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Team Totals,240,.462,.426,.516,.211,34.5,75.0,54.4,70.6,7.7,8.2,18.1,100.0,92.0,105.4,
