Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Evan Mobley,30:21,.593,.550,.500,.600,7.2,27.4,18.1,25.4,1.5,9.0,13.7,19.2,122,82,10.2
Donovan Mitchell,29:29,.813,.778,.222,.444,0.0,3.1,1.7,18.3,0.0,0.0,18.9,35.9,126,101,11.0
Jarrett Allen,25:11,.663,.583,.000,.583,8.7,18.3,13.9,14.9,1.8,0.0,16.6,28.6,119,89,4.5
De'Andre Hunter,24:22,.528,.455,.545,.273,4.5,15.2,10.3,38.0,1.9,0.0,14.0,23.4,115,90,5.8
Sam Merrill,17:59,.786,.786,.857,.000,0.0,5.1,2.8,9.4,5.0,0.0,0.0,15.5,155,88,14.4
Reserves,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Jaylon Tyson,27:34,.222,.000,.400,.800,0.0,6.7,3.6,4.5,0.0,0.0,12.9,11.2,54,98,-12.6
Craig Porter Jr.,23:49,.376,.250,.500,.750,13.7,15.5,14.7,16.3,5.7,0.0,15.8,10.6,108,82,6.0
Dean Wade,19:50,.525,.500,.667,1.333,16.5,14.0,15.1,13.2,4.6,0.0,29.6,13.6,103,85,5.2
Larry Nance Jr.,17:38,.500,.500,.667,.000,0.0,20.9,11.3,15.0,0.0,5.1,25.0,9.0,94,89,-1.1
Tyrese Proctor,10:08,.300,.300,.600,.000,0.0,18.2,9.9,13.8,4.5,0.0,28.6,27.5,52,83,-10.5
Thomas Bryant,6:49,.500,.500,.500,.000,16.0,13.5,14.7,0.0,0.0,0.0,0.0,23.4,112,94,-8.7
Luke Travers,6:49,.000,.000,.333,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5,0,102,-20.9
Team Totals,240,.578,.524,.412,.412,27.3,69.2,50.0,64.1,10.4,7.5,16.6,100.0,109.6,89.8,
