Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Pascal Siakam,35:05,.708,.625,.250,.438,5.8,12.4,8.6,16.2,0.0,2.7,9.5,24.1,141,151,0.2
Aaron Nesmith,31:53,.555,.500,.643,.214,3.2,13.7,7.5,27.4,1.5,3.0,0.0,19.3,140,148,2.1
Andrew Nembhard,29:31,.746,.700,.400,.267,3.5,4.9,4.1,36.3,0.0,0.0,5.6,24.1,156,155,2.6
Jeremiah Robinson-Earl,21:45,.615,.500,.500,.500,14.1,6.7,11.0,15.9,2.2,0.0,0.0,9.0,164,149,-2.7
Tony Bradley,19:38,.667,.667,.000,.000,5.2,0.0,3.1,13.5,0.0,0.0,0.0,12.2,151,156,-6.1
Reserves,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Isaiah Jackson,22:37,.667,.667,.000,.000,22.6,32.2,26.5,12.8,4.2,0.0,10.0,17.7,141,138,-1.5
Jarace Walker,22:07,.460,.125,.625,1.125,0.0,6.6,2.7,0.0,2.1,4.3,20.1,27.1,85,147,-16.9
Ben Sheppard,17:02,.400,.400,.600,.000,6.0,8.5,7.0,0.0,2.8,0.0,0.0,11.8,100,147,-12.6
Monte Morris,12:23,.200,.200,.200,.000,0.0,11.7,4.8,27.6,0.0,7.8,16.7,19.4,64,150,-14.8
T.J. McConnell,11:26,.500,.500,.167,.000,0.0,12.7,5.2,20.2,0.0,0.0,0.0,42.1,107,153,-8.7
Jay Huff,11:08,.255,.300,1.000,.400,9.2,26.1,16.2,0.0,0.0,17.2,0.0,21.2,69,142,-15.3
Cody Martin,5:25,.568,,,,0.0,26.9,11.1,0.0,0.0,0.0,0.0,6.5,122,149,-10.2
RayJ Dennis,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Taelon Peter,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Team Totals,240,.573,.515,.374,.293,31.9,60.6,43.8,63.0,5.9,12.0,6.7,100.0,125.4,148.9,
