Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Noah Clowney,37:02,.598,.567,.733,.133,0.0,8.1,4.6,0.0,1.4,6.9,0.0,19.6,116,109,0.3
Michael Porter Jr.,36:59,.711,.714,.286,.238,0.0,21.6,12.2,9.9,0.0,0.0,7.9,31.1,124,112,5.2
Nic Claxton,34:41,.560,.538,.000,.538,7.5,25.9,17.9,49.9,1.5,2.5,15.7,25.1,123,105,10.0
Terance Mann,32:14,.500,.500,.667,.000,8.0,12.4,10.5,22.3,0.0,0.0,14.3,9.9,126,115,-0.9
Egor Dёmin,29:29,.600,.600,.400,.000,8.8,13.6,11.5,23.4,1.7,2.9,9.1,17.0,128,109,2.9
Reserves,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Drake Powell,21:19,.922,.875,.500,.500,0.0,9.4,5.3,6.2,4.7,0.0,0.0,10.4,186,105,6.8
Tyrese Martin,19:18,.727,.750,.500,.333,0.0,5.2,2.9,30.1,0.0,0.0,12.7,18.6,135,118,3.7
Ziaire Williams,15:39,.200,.200,.600,.000,0.0,0.0,0.0,0.0,0.0,0.0,28.6,20.4,29,119,-28.3
Day'Ron Sharpe,13:19,.602,.500,.000,1.500,9.7,22.5,17.0,9.1,0.0,6.4,47.5,21.6,78,107,-12.0
Tyson Etienne,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
E.J. Liddell,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Jalen Wilson,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Team Totals,240,.619,.604,.402,.256,18.9,70.8,48.2,72.1,5.3,10.7,13.3,100.0,118.9,110.5,
