Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Andrew Nembhard,35:25,.356,.250,.500,.600,0.0,10.4,6.0,16.8,2.7,0.0,13.7,18.7,75,97,-6.2
Bennedict Mathurin,34:01,.472,.467,.600,.133,0.0,8.1,4.7,15.1,1.4,0.0,20.1,26.4,77,101,-4.3
Pascal Siakam,30:56,.468,.500,.000,.400,4.0,9.0,6.8,11.4,3.1,0.0,20.3,21.6,79,96,-6.2
Jarace Walker,26:40,.658,.611,.778,.222,4.6,27.7,17.8,12.9,3.6,2.8,23.3,21.8,102,87,7.7
Isaiah Jackson,19:38,.840,1.000,.000,1.333,0.0,9.4,5.4,26.5,0.0,11.5,38.7,17.9,107,95,5.3
Reserves,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Jay Huff,28:23,.610,.500,.500,.833,0.0,19.5,11.2,0.0,0.0,7.9,0.0,13.1,123,94,1.4
Ben Sheppard,27:02,.667,.667,.667,.000,0.0,17.1,9.8,0.0,0.0,0.0,0.0,10.0,121,100,0.6
T.J. McConnell,24:15,.471,.471,.235,.000,5.1,22.8,15.2,62.0,0.0,0.0,10.5,35.4,97,98,0.4
Jeremiah Robinson-Earl,13:36,1.250,1.250,.500,.000,0.0,20.4,11.6,0.0,0.0,0.0,33.3,10.0,131,99,1.6
Garrison Mathews,0:04,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,107,-5.0
Tony Bradley,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
RayJ Dennis,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Taelon Peter,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Team Totals,240,.539,.519,.423,.295,7.7,76.9,47.3,57.1,6.9,10.9,17.0,100.0,94.1,96.1,
