Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
Alex Sarr,17:37,5,11,.455,0,3,.000,0,2,.000,1,1,2,2,1,1,1,0,10,6.6,-19
Tre Johnson,15:39,2,4,.500,2,2,1.000,1,2,.500,0,2,2,1,0,0,0,3,7,4.7,-7
Bub Carrington,16:23,1,7,.143,1,4,.250,0,0,,0,1,1,4,0,1,1,0,3,1.3,-14
CJ McCollum,18:06,7,12,.583,6,11,.545,0,0,,0,2,2,3,0,0,1,3,20,14.9,-18
Khris Middleton,13:51,2,3,.667,0,1,.000,0,0,,1,0,1,1,0,0,1,2,4,2.3,-11
Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
Jamir Watkins,4:27,0,1,.000,0,1,.000,0,0,,0,1,1,0,0,0,0,3,0,-1.6,+3
Corey Kispert,10:09,3,5,.600,1,3,.333,2,2,1.000,0,1,1,1,1,0,0,0,9,8.7,-6
Justin Champagnie,12:29,1,4,.250,0,1,.000,4,4,1.000,5,1,6,2,2,0,0,0,6,10.8,-11
Marvin Bagley III,6:23,0,0,,0,0,,0,0,,1,1,2,0,0,0,0,0,0,1.0,+2
Will Riley,,,,,,,,,,,,,,,,,,,,,
AJ Johnson,,,,,,,,,,,,,,,,,,,,,
Tristan Vukcevic,,,,,,,,,,,,,,,,,,,,,
Cam Whitmore,4:56,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,1,1,0,-2.1,-4
Anthony Gill,,,,,,,,,,,,,,,,,,,,,
Malaki Branham,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Team Totals,120,21,48,.438,10,26,.385,7,10,.700,8,10,18,14,4,2,5,12,59,,
