Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Cade Cunningham,36:24,.636,.538,.346,.615,7.5,14.0,10.5,31.1,1.4,3.0,10.8,40.1,133,121,15.9
Jalen Duren,30:18,.475,.400,.000,.600,17.9,33.7,25.3,5.2,0.0,0.0,19.2,20.3,101,119,-7.7
Duncan Robinson,29:32,.611,.611,.889,.000,0.0,6.9,3.3,16.0,0.0,3.7,10.0,13.3,130,127,1.0
Tobias Harris,27:01,.644,.563,.625,.375,0.0,15.1,7.1,17.8,0.0,8.1,0.0,13.6,156,121,6.2
Ausar Thompson,25:51,.410,.313,.250,.500,14.0,15.8,14.9,11.2,1.9,4.2,17.0,17.9,100,118,-2.3
Reserves,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Caris LeVert,23:58,.563,.500,.500,.250,7.6,4.3,6.0,19.4,0.0,0.0,10.1,16.2,131,130,-0.8
Isaiah Stewart,20:07,.381,.429,.000,.286,18.0,25.4,21.5,8.0,0.0,5.4,11.3,17.4,95,119,-7.2
Jaden Ivey,14:47,.339,.222,.556,.333,6.1,20.7,13.0,0.0,3.4,0.0,8.8,30.2,82,115,-10.6
Ron Holland,14:21,.500,.500,.333,.000,6.3,0.0,3.3,12.4,6.9,0.0,0.0,16.5,125,114,6.4
Javonte Green,9:43,.000,.000,.500,.000,0.0,10.5,4.9,0.0,0.0,11.2,0.0,8.1,0,121,-9.7
Daniss Jenkins,7:59,,,,,0.0,0.0,0.0,16.3,0.0,0.0,,0.0,230,131,-10.5
Chaz Lanier,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Paul Reed,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Team Totals,240,.524,.457,.387,.387,39.6,74.5,56.0,54.1,5.2,15.9,10.7,100.0,118.2,121.3,
