Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Alex Sarr,29:00,.712,.700,.250,.200,12.7,20.2,16.6,17.3,0.0,9.2,8.4,35.5,133,135,14.1
Kyshawn George,28:29,.402,.333,.333,.556,0.0,8.2,4.2,14.9,0.0,0.0,21.1,21.6,78,143,-16.9
Justin Champagnie,19:03,1.128,1.250,.500,.750,19.4,18.4,18.9,0.0,2.6,0.0,15.8,14.4,173,135,9.9
CJ McCollum,17:33,.144,.100,.400,.100,0.0,6.7,3.4,30.2,0.0,0.0,0.0,25.8,61,144,-22.3
Bilal Coulibaly,16:28,.085,.000,.600,.400,7.5,7.1,7.3,22.4,0.0,0.0,25.4,20.7,46,144,-22.1
Reserves,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Bub Carrington,30:38,.750,.750,1.000,.000,0.0,19.1,9.8,25.1,0.0,0.0,60.0,7.1,94,141,-6.0
Tre Johnson,24:10,.595,.500,.400,.400,0.0,4.8,2.5,5.7,0.0,0.0,33.8,15.9,82,144,-13.3
Malaki Branham,16:42,.740,.600,.400,.800,7.4,14.0,10.8,0.0,0.0,0.0,0.0,17.5,163,142,0.3
Marvin Bagley III,12:43,.854,.833,.000,.167,19.4,27.6,23.6,37.5,0.0,7.0,23.7,28.7,131,134,9.8
Corey Kispert,12:43,.680,.700,.400,.400,0.0,18.4,9.4,13.6,0.0,0.0,14.5,23.4,115,141,-1.1
Will Riley,12:00,.667,.667,.000,.000,0.0,19.5,10.0,12.9,0.0,0.0,25.0,14.4,102,141,-5.8
Cam Whitmore,7:57,.333,.333,.333,.000,0.0,0.0,0.0,0.0,6.2,11.2,25.0,21.8,51,125,-7.3
AJ Johnson,6:17,.568,,,,19.6,18.6,19.1,19.6,0.0,0.0,0.0,6.1,164,141,2.3
Tristan Vukcevic,6:17,.727,.667,.333,.333,0.0,18.6,9.5,32.2,0.0,0.0,0.0,23.7,158,141,9.8
Anthony Gill,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Team Totals,240,.582,.544,.338,.338,28.2,70.7,50.0,64.1,2.1,9.3,17.1,100.0,110.1,139.9,
