Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Toumani Camara,38:26,.732,.688,.750,.250,4.3,5.6,5.1,14.5,2.7,2.4,31.1,15.5,118,127,1.9
Jrue Holiday,36:32,.660,.625,.583,.167,0.0,11.7,7.1,39.3,0.0,0.0,18.9,20.2,138,132,0.7
Deni Avdija,34:56,.792,.778,.444,.278,0.0,3.1,1.9,8.7,1.5,0.0,0.0,26.8,167,132,7.3
Shaedon Sharpe,29:46,.830,.778,.389,.389,0.0,17.9,10.9,17.9,3.5,0.0,4.5,34.4,167,121,15.7
Donovan Clingan,27:28,.477,.444,.444,.111,18.1,27.2,23.6,0.0,0.0,10.1,24.1,21.0,90,120,-11.4
Reserves,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Kris Murray,22:24,.750,.750,.250,.000,14.8,23.8,20.3,5.2,0.0,0.0,0.0,8.3,174,127,-0.4
Sidy Cissoko,16:48,.500,.500,.500,.000,0.0,0.0,0.0,6.3,0.0,0.0,33.3,8.3,83,136,-11.1
Robert Williams,16:41,.600,.600,.000,.000,19.8,25.6,23.3,7.3,0.0,5.5,16.7,16.7,124,123,-2.8
Jerami Grant,7:03,.333,.333,.000,.000,23.5,15.1,18.4,16.5,0.0,0.0,0.0,19.7,114,130,-8.0
Rayan Rupert,5:43,.000,.000,.500,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.2,0,136,-36.0
Duop Reath,4:13,.750,.750,1.000,.000,0.0,25.3,15.4,0.0,0.0,0.0,0.0,22.0,152,126,5.7
Scoot Henderson,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
Damian Lillard,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team
Matisse Thybulle,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team
Yang Hansen,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Team Totals,240,.691,.657,.446,.205,31.0,66.7,52.7,54.2,5.5,9.6,12.6,100.0,136.3,127.5,
