Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Grayson Allen,28:43,.482,.458,.750,.083,3.3,0.0,2.0,27.6,1.7,3.6,0.0,18.1,126,138,1.1
Devin Booker,27:56,.688,.550,.400,.700,0.0,16.1,6.3,42.3,0.0,0.0,18.7,24.1,132,141,1.4
Dillon Brooks,26:34,.587,.559,.588,.118,10.8,0.0,6.6,14.8,3.8,0.0,18.3,34.5,104,135,-0.1
Oso Ighodaro,20:21,.541,.571,.000,.429,4.7,36.9,17.3,8.6,0.0,0.0,10.7,19.2,104,137,-7.2
Ryan Dunn,16:50,.600,.600,.200,.000,17.1,17.8,17.4,0.0,0.0,0.0,16.7,14.9,113,141,-10.6
Reserves,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Collin Gillespie,28:05,.542,.542,.667,.000,3.4,21.4,10.4,30.0,1.8,3.6,20.0,22.4,104,134,0.0
Royce O'Neale,27:55,.500,.500,.909,.000,3.4,16.1,8.4,5.7,3.6,3.7,15.4,19.5,92,130,-4.0
Nigel Hayes-Davis,21:19,.875,.875,.500,.000,4.5,7.0,5.5,0.0,7.0,0.0,0.0,7.9,177,126,7.1
Mark Williams,13:56,.200,.200,.000,.000,20.7,32.3,25.2,0.0,0.0,0.0,0.0,15.0,78,138,-20.6
Nick Richards,8:57,.333,.333,.000,.000,10.7,0.0,6.5,0.0,5.6,0.0,25.0,18.7,63,131,-13.2
Rasheer Fleming,8:33,.000,.000,.500,.000,0.0,0.0,0.0,30.3,5.8,0.0,0.0,9.8,63,130,-6.3
Jordan Goodwin,6:05,.000,.000,1.000,.000,0.0,24.7,9.6,0.0,8.2,0.0,60.0,34.4,0,120,-36.8
Khaman Maluach,4:46,.568,,,,0.0,0.0,0.0,0.0,0.0,21.4,0.0,7.7,122,131,-1.9
Team Totals,240,.528,.500,.522,.167,30.0,68.8,45.1,62.2,12.5,8.5,15.7,100.0,106.2,134.4,
