Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Mikal Bridges,39:15,.659,.594,.438,.313,7.2,30.6,16.2,25.1,1.3,0.0,0.0,19.3,158,127,8.6
Karl-Anthony Towns,35:23,.291,.167,.250,.333,13.3,29.7,19.6,3.7,1.4,3.0,17.9,19.7,75,124,-14.7
Jalen Brunson,34:45,.622,.580,.200,.360,0.0,17.3,6.7,21.1,2.9,0.0,6.5,37.1,125,124,8.0
OG Anunoby,33:30,.365,.318,.545,.273,5.6,17.9,10.4,20.6,1.5,3.2,14.0,17.8,93,125,-5.2
Landry Shamet,29:46,.673,.636,.818,.182,6.3,5.0,5.8,5.2,1.7,0.0,7.8,18.0,136,128,3.5
Reserves,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Josh Hart,26:19,.300,.300,.800,.000,3.6,17.1,8.8,19.6,3.8,0.0,28.6,11.1,79,122,-3.1
Jordan Clarkson,17:01,.714,.714,.429,.000,5.5,0.0,3.4,10.2,0.0,0.0,22.2,22.1,110,132,-0.2
Ariel Hukporti,12:03,,,,,15.6,12.4,14.4,10.2,4.1,0.0,100.0,3.5,97,122,-2.7
Tyler Kolek,11:24,.500,.500,.600,.000,8.3,0.0,5.1,27.5,0.0,0.0,0.0,18.3,132,132,-3.4
Mohamed Diawara,0:34,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,132,-8.9
Pacome Dadiet,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Tosan Evbuomwan,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Trey Jemison,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Team Totals,240,.543,.495,.435,.250,33.3,87.5,54.2,61.5,9.4,4.4,11.3,100.0,115.6,126.0,
