Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Andrew Wiggins,31:43,.793,.808,.308,.154,0.0,11.2,6.1,31.0,2.9,2.5,0.0,18.8,156,115,14.1
Davion Mitchell,31:19,.727,.750,.333,.333,0.0,8.5,4.6,43.3,0.0,0.0,30.4,13.5,122,124,-1.9
Norman Powell,30:30,.607,.467,.533,.600,0.0,5.8,3.2,0.0,1.5,0.0,13.7,30.9,102,122,-1.4
Pelle Larsson,23:30,.521,.250,.750,1.000,0.0,11.3,6.2,17.0,0.0,0.0,14.8,12.3,109,123,-5.2
Bam Adebayo,8:12,.200,.200,.400,.000,0.0,10.8,5.9,0.0,0.0,0.0,0.0,26.1,40,123,-22.3
Reserves,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Kel'el Ware,27:10,.838,.833,.667,.667,7.9,36.0,23.2,0.0,6.7,2.9,11.4,13.8,145,93,9.5
Jaime Jaquez Jr.,26:24,.706,.679,.357,.143,0.0,10.1,5.5,16.8,1.7,0.0,6.3,25.8,126,120,5.5
Nikola Jović,19:34,.363,.250,.667,.333,0.0,13.6,7.4,20.7,0.0,0.0,30.4,21.6,65,122,-11.5
Dru Smith,16:41,.417,.417,.667,.000,6.4,5.3,5.8,17.8,8.2,4.7,0.0,15.4,103,106,10.2
Simone Fontecchio,15:37,.357,.357,.286,.000,13.7,0.0,6.2,19.3,2.9,5.0,12.5,22.0,86,120,-1.5
Keshad Johnson,9:21,.000,.000,.750,.000,0.0,19.0,10.4,0.0,4.9,0.0,20.0,22.9,0,108,-24.9
Kasparas Jakucionis,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Team Totals,240,.577,.523,.477,.291,11.1,61.1,38.4,68.4,12.4,6.6,13.4,100.0,106.5,116.0,
