Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
Max Christie,16:17,5,7,.714,2,3,.667,0,0,,0,1,1,0,0,1,1,1,12,8.7,-21
Cooper Flagg,16:13,4,7,.571,1,3,.333,1,2,.500,0,2,2,2,1,1,1,2,10,8.2,-18
P.J. Washington,17:29,5,12,.417,1,5,.200,0,0,,1,5,6,0,0,1,1,2,11,5.7,-19
D'Angelo Russell,13:14,4,5,.800,0,0,,1,2,.500,0,3,3,4,0,0,2,0,9,8.4,-23
Daniel Gafford,10:21,0,1,.000,0,0,,0,0,,0,1,1,0,0,0,0,2,0,-1.2,-22
Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
Naji Marshall,13:08,2,4,.500,0,2,.000,1,2,.500,0,2,2,3,0,0,0,0,5,5.3,-3
Brandon Williams,10:46,2,3,.667,0,1,.000,0,0,,0,1,1,0,0,0,1,1,4,1.6,0
Caleb Martin,9:09,0,0,,0,0,,0,0,,0,2,2,0,0,1,0,0,0,1.3,-7
Klay Thompson,8:14,0,4,.000,0,3,.000,0,0,,0,1,1,1,0,0,0,1,0,-2.2,0
Jaden Hardy,,,,,,,,,,,,,,,,,,,,,
Moussa Cisse,,,,,,,,,,,,,,,,,,,,,
Ryan Nembhard,,,,,,,,,,,,,,,,,,,,,
Dwight Powell,5:11,0,0,,0,0,,0,0,,0,0,0,2,0,0,0,1,0,1.0,-2
Team Totals,120,22,43,.512,4,17,.235,3,6,.500,1,18,19,12,1,4,6,10,51,,
