Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
P.J. Washington,36:35,.658,.500,.250,.750,5.5,19.5,12.4,17.9,1.3,2.4,15.8,13.9,132,106,0.8
Cooper Flagg,33:43,.400,.400,.133,.000,8.9,12.1,10.5,25.5,2.8,0.0,21.1,22.7,86,107,-6.3
Max Christie,30:30,.392,.321,.357,.214,0.0,23.4,11.6,8.8,4.7,0.0,0.0,20.2,99,99,-3.8
Daniel Gafford,18:35,.800,.800,.000,.000,0.0,27.5,13.6,0.0,0.0,9.6,28.6,15.2,98,102,-3.8
D'Angelo Russell,17:27,.276,.300,.600,.200,11.5,0.0,5.8,8.2,0.0,0.0,0.0,25.1,77,117,-15.0
Reserves,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Naji Marshall,31:01,.796,.750,.286,.786,9.7,16.5,13.0,11.0,4.6,0.0,0.0,24.5,172,101,18.2
Brandon Williams,25:39,.415,.406,.250,.125,0.0,8.0,3.9,36.5,7.4,0.0,5.6,28.1,100,98,1.8
Moussa Cisse,19:02,.525,.667,.000,1.333,21.0,26.8,23.9,6.8,0.0,14.0,29.6,14.3,95,100,-5.9
Jaden Hardy,13:46,.680,.700,.200,.400,7.3,0.0,3.7,0.0,0.0,0.0,14.5,20.1,116,117,-6.2
Ryan Nembhard,8:07,.000,.000,.000,.000,0.0,0.0,0.0,28.2,0.0,0.0,50.0,9.9,46,117,-18.4
Dwight Powell,5:35,.500,.500,.000,.000,17.9,0.0,9.0,25.7,17.0,0.0,0.0,14.4,137,79,16.1
Caleb Martin,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Team Totals,240,.523,.484,.258,.323,33.3,74.5,53.7,61.9,14.9,11.1,10.9,100.0,110.0,104.1,
