Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
DeMar DeRozan,41:25,.620,.526,.053,.526,0.0,12.9,6.2,10.4,0.0,0.0,7.9,25.7,124,140,-7.0
Zach LaVine,38:49,.724,.647,.765,.588,0.0,13.7,6.6,7.0,1.3,0.0,0.0,23.1,155,137,4.0
Dennis Schröder,37:06,.789,.731,.385,.385,0.0,18.0,8.6,26.1,2.6,0.0,16.5,20.5,140,133,5.0
Domantas Sabonis,36:57,.690,.615,.154,.769,16.7,28.9,22.5,22.5,1.3,0.0,14.7,23.1,139,134,1.7
Dylan Cardwell,5:04,1.000,1.000,.000,.000,0.0,26.3,12.6,0.0,0.0,0.0,0.0,8.3,200,137,-3.3
Reserves,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Russell Westbrook,33:33,.381,.286,.357,.286,11.0,7.9,9.5,36.4,2.9,0.0,6.0,20.9,116,133,-3.9
Keon Ellis,16:10,.750,.750,1.000,.000,7.6,0.0,4.0,7.1,6.0,0.0,0.0,5.2,173,128,3.5
Nique Clifford,15:53,.000,.000,.000,.000,7.7,16.8,12.1,0.0,0.0,6.0,0.0,2.6,81,135,-9.2
Drew Eubanks,11:04,.776,.833,.000,.167,0.0,12.0,5.8,18.6,0.0,0.0,0.0,24.4,149,140,4.5
Maxime Raynaud,3:59,.000,.000,.000,.000,30.9,0.0,16.1,0.0,0.0,0.0,0.0,10.5,81,140,-23.0
Devin Carter,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Isaac Jones,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Doug McDermott,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Daeqwon Plowden,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Dario Šarić,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Team Totals,240,.645,.575,.322,.460,28.2,75.0,50.7,66.7,8.1,2.0,8.7,100.0,137.1,135.1,
