Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Jalen Johnson,40:38,.650,.632,.263,.579,5.4,39.4,23.1,48.4,7.6,0.0,20.1,30.0,126,96,12.5
Onyeka Okongwu,35:20,.847,.833,.778,.111,6.2,25.5,16.2,8.7,2.5,8.5,17.5,26.4,127,107,6.9
Nickeil Alexander-Walker,29:37,.551,.409,.273,.727,3.7,3.4,3.5,20.5,3.0,6.8,12.1,22.8,120,115,-1.6
Dyson Daniels,26:40,.500,.500,.000,.000,8.2,0.0,3.9,12.2,1.7,0.0,0.0,3.1,176,121,-7.5
Zaccharie Risacher,19:11,.739,.786,.429,.143,5.7,10.4,8.2,14.9,0.0,0.0,0.0,15.8,153,122,-2.1
Reserves,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Vit Krejci,32:18,1.111,1.111,.889,.000,0.0,3.1,1.6,12.5,4.1,0.0,10.0,12.6,175,115,7.8
Luke Kennard,20:13,.750,.750,.875,.000,0.0,9.9,5.2,6.5,4.4,0.0,11.1,18.2,119,113,2.2
Keaton Wallace,15:27,.000,.000,.667,.000,0.0,12.9,6.8,33.8,2.9,0.0,0.0,15.8,65,115,-16.5
Mouhamed Gueye,14:50,.444,.444,.222,.000,7.4,6.7,7.0,9.8,0.0,0.0,18.2,30.2,80,122,-22.4
Asa Newell,5:46,.000,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,17.3,0.0,7.1,0,117,-12.3
Caleb Houstan,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Kristaps Porziņģis,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
Team Totals,240,.662,.644,.522,.244,20.5,70.8,46.7,78.3,16.6,12.5,15.3,100.0,121.7,112.5,
